period,deposit_facility_rate_percent,obs_status,obs_conf,obs_pre_break,source_record_sha256
2020-01-01,-0.5,A,F,,a4e232ba6ddc1918fcb60f897e64e03025f9b3a5133c7b5e6de255a2ccc3225c
2020-01-02,-0.5,A,F,,f4a4ecde1e1feb2676ceb85f87ec0c18df26bf53f0b70e12310c3680cd8d5661
2020-01-03,-0.5,A,F,,3cec08ce1ef5e22b3595cbc2ecf05b4e0cba7317e60091b4c8a5136df55758b8
2020-01-04,-0.5,A,F,,b78cec186b4932909fab47c27ee081a33265a6b22564085dd1e61555d7163af3
2020-01-05,-0.5,A,F,,cc00b01104b324fccb4a9b8e952e74d29d4aa9feb912c398b91c3e8ea123c1bc
2020-01-06,-0.5,A,F,,136e811ca83913240108fb30ccb117bcb70db25debbd9d0fcddb46db1bf0a215
2020-01-07,-0.5,A,F,,2650113d09e8f3f2081afd4c4ad0479e16131ac3b12cf12f9ef510612ce3cd7f
2020-01-08,-0.5,A,F,,c4681a8841293678474baf3444553c1cadfee87bf18582704c2540b4b598ec2d
2020-01-09,-0.5,A,F,,e14f30bea45f241a67096326a507ce1382b5ad85f84bc78cedbed8db83b61692
2020-01-10,-0.5,A,F,,6dd6ad167c02cafb897db113c49baf34e28f2269182d841acc0d687b00c4b176
2020-01-11,-0.5,A,F,,f934169145d3f81fdf4cdfa6fdc034ade4da636c8720ea69b05f462b422579d2
2020-01-12,-0.5,A,F,,24276c5d1107c262c7fef3105b5b0b3ec84d2b06c97a4a32667c1a0d4e195c83
2020-01-13,-0.5,A,F,,b7e6dc28e69c5ecadab0c32d879e04831e7b69d6f2577f83abd03877c2069af4
2020-01-14,-0.5,A,F,,b71518af0337c6a7380047634b0c6f1e5ae4a7af04d8cab63581e92976f9abe0
2020-01-15,-0.5,A,F,,5ebcc8b609337e1955322a67e71426c06b2a6b76e140063506be3437b703c308
2020-01-16,-0.5,A,F,,404e65482a6626fb0952b7288d025fff5e38cb85cdada4857d60132c1ab99625
2020-01-17,-0.5,A,F,,2a8c52e3e6ab7661d879e5933708b537d546eaf1848186c0e3703c0de2c8eaba
2020-01-18,-0.5,A,F,,f1496d4a81538b311876d900999d5e0f83e23d014d4ac5cd479d2a955668b931
2020-01-19,-0.5,A,F,,62d04026dfec27fee9a8e6f1cbd3b121e7b2834523771b4695caa56379d57c23
2020-01-20,-0.5,A,F,,17cd1b256dfe42ca013fd59ca643efba082d8b299a7a7a965adf4c085c76fe07
2020-01-21,-0.5,A,F,,46709ed9c5934c32b2b2097162ad5b0a634a9a031c1076a4e0d97563e0c328c8
2020-01-22,-0.5,A,F,,4d296fd0beb74cf539beda2e784c33adeca1c4ec669335124452115a79aa0db5
2020-01-23,-0.5,A,F,,4f53935187d018a0dc44d5ae3c0b5e32597bc4a2fda01091a7f3a8152a4072be
2020-01-24,-0.5,A,F,,c7f6252025d8e522c45b5c0caeeb279cf2bd615b08250c4841b05c42fb10060e
2020-01-25,-0.5,A,F,,d1740b31e831911c0088911c91745bdf9101469ea45b4d2e3ac7444e7f2d7cb8
2020-01-26,-0.5,A,F,,51c8b1025dbc229d1ae482dd8b7be505f11b163c26b51581d38411e01aab8dc8
2020-01-27,-0.5,A,F,,860f1e771af9ba08207eee5cd22b5def166eb36821c43ebd8ceed2a80b268647
2020-01-28,-0.5,A,F,,e03a4f8f7044145cb90b1cc33b544897b14623bab11c34c0d588c040efa72561
2020-01-29,-0.5,A,F,,e528c88a5be46b94b4715fa91b9ef59b61d08d7dc3b734de5f9bc45bee801a82
2020-01-30,-0.5,A,F,,7972caa4d3f2ce7690f1bde6e3fcce4a543f386c131c6f8a8bb7345c498843f7
