period,debt_held_by_public,intragovernmental_holdings,total_public_debt_outstanding,source_line_number,source_record_sha256
2008-01-02,5130778241224.70,4079809202837.77,9210587444062.47,1,75362b22179c3660732faf263c1ea4a870736b57926d209ab807e1c96c778460
2008-01-03,5115950723592.05,4078995517455.33,9194946241047.38,1,3ba8b5fc4c56f2d1171a5be8632166de95bd3860003d91dadf5c704e8bb07df4
2008-01-04,5116199834200.04,4081378046617.39,9197577880817.43,1,9ff716cbfc1a3b54c6cfd6c62158869086c5e959cfa1c541d218d58610ba6a72
2008-01-07,5116191448188.30,4083366539555.28,9199557987743.58,1,29195093b18c12e9112823f984531d174c7fc964623428adc0b0d0e75c8dbb00
2008-01-08,5116400865243.44,4084823918413.47,9201224783656.91,1,12f64ff6b7267bb7fdb2364b577b01ab89e8c70f6269c5155bd4e5a77d5bf202
2008-01-09,5116464836848.38,4079986681770.55,9196451518618.93,1,b24c6bbfca70bff7ef67825adb7732fb965a8dfd27c1e5a81006db21920264c0
2008-01-10,5116483556957.28,4081894247586.11,9198377804543.39,1,afa73e283289fa8b15d23e52b3e532b7dca595102768923c21f2812e950223e0
2008-01-11,5116468581683.24,4081762150594.38,9198230732277.62,1,0f55fa0e7b5898e2b63b18578e7602f6cb9d08a65ec917ad50660fa9c65b39e4
2008-01-14,5116701921441.37,4083174122837.41,9199876044278.78,1,1911128aa086a3cc25396e36938a12230e58cfb97e2dd789052f268bafc186e9
2008-01-15,5104642802988.75,4089522977474.16,9194165780462.91,1,4e4413b5276e86b95a086a34b3b6f3c76eb66c023de6d71cd254301d0f9a8ae0
2008-01-16,5104651904408.03,4085664795758.23,9190316700166.26,1,b13fc6738818d094c3f1511771a17dfd89afad736df15376a8b33cea89625613
2008-01-17,5095854801083.35,4091729665006.36,9187584466089.71,1,3b4652264c1638ef08424ceb6a7b1139218424f3f06519d51ea58c0743ba6930
2008-01-18,5096206984362.93,4092433303567.46,9188640287930.39,1,baa93e63ed410b2b6605c07ba80f8b354976ab4dce1bfe7aedeb685f1272a920
2008-01-22,5095916208021.60,4095158754135.56,9191074962157.16,1,1cbaa0ce44eaa217b0db8eff8a9187e557d2726ec4fb7e0df47dc5b96484e284
2008-01-23,5097062254069.89,4095179791320.52,9192242045390.41,1,c84a7da85d001d3f2fcdeeba54b2bec59deaeaccc6c6ee778bb3a852a41de666
