period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1984-01,101.9,available,,,false,fb46992198eb628653ebfd1410dfb829a7b015caa65503162076ea8b80fec881
1984-02,102.4,available,,,false,3d4b8691f7f1523738661d33d9a54cccf11b296e521b079d5e34976bbf8049f7
1984-03,102.6,available,,,false,b0748d83a4d3640230a10c43b5c877dbfa787217e2e26696343852c6f5c9e861
1984-04,103.1,available,,,false,a21038bd6b2d11b0af9c616a78e2c894dbad5cebabc824e4e72cfa20c27f4a3b
1984-05,103.4,available,,,false,bd1b214b5a455dbd8aeaa9ba3bd45bc5dbf0ef6247431fc0a42ebe5210944e73
1984-06,103.7,available,,,false,21f04f93d5529d0c0fd28ccebdcd50d49c17bd4de420cba130fe856ed49097f0
1984-07,104.1,available,,,false,03793366fe051527b82ffce71a183acf5e5a7aa39c9f0c5ef0195b83c9a065ee
1984-08,104.5,available,,,false,f195a0f04886467439cdf8c0e704fc22f6d907ca855cf994a79467e51915b71a
1984-09,105.0,available,,,false,0eb5146e384223a70ba95bdf510dcaba67fa54e94c4961a4ab20c0b9a189f0c0
1984-10,105.3,available,,,false,810a83d9a60da449a1020fe80a78eae13a11bbf38aaf03bbd47f9cdc20e00c51
1984-11,105.3,available,,,false,9655aec17e1a4a9f5d5359899c06241d267bc817952d1636a637a207f926ba91
1984-12,105.3,available,,,false,5520ff42fc58471e93463582542e92bcb8ab57364ba646aeadefa97aff2fe60d
