period,sofr_percent,percentile_1_percent,percentile_25_percent,percentile_75_percent,percentile_99_percent,volume_billions,revision_indicator,footnote_id,source_record_sha256
2021-02-11,0.06,0.03,0.04,0.08,0.15,891,,,eb92ed09e03e1563c1393562eb764dc0cd16d1af665ee0c60e9cc8e5b3a09bfa
2021-02-12,0.05,0.02,0.03,0.07,0.15,890,,,90b51d5eb52a51654d5c50bec10520a80c316c1cc916bc9146343be488ef519e
2021-02-16,0.06,0.04,0.05,0.08,0.15,934,,,0cd99ff0775b5acc0fcc1923b51de143491b2e7ca1c3631b1fdefda645734c48
2021-02-17,0.06,0.03,0.05,0.08,0.15,957,,,e4c84683df7df3a1f5b0a53bb7c2e2e16d62a67f865a905dd5dd9d516d75bc34
2021-02-18,0.03,0.02,0.02,0.05,0.15,872,,,3d167273285401b3907e11dbe7793da6ad38481831a690a99a7a18a8450487ce
2021-02-19,0.02,0.01,0.01,0.04,0.15,873,,,d8f100a054d8f7cef1b7af08168ebc61f94acda50a92a6eccfd2538bd31b5208
2021-02-22,0.03,0.01,0.02,0.04,0.15,860,,,c21e3f53fd826d28502b263cefb81bb90b6251f4cbbb61119999a9ec7788ca3a
2021-02-23,0.01,0.0,0.01,0.03,0.15,917,,,2621126f6be96bb56cd1728df7114a6ffa9349f4503366256f1b19230e6b6695
2021-02-24,0.02,0.01,0.01,0.04,0.15,870,,,6399150eca06f6e69cda02ebc59d0a9777b8e650db199a2728cee0a3d3b8c214
2021-02-25,0.03,0.01,0.02,0.05,0.15,896,,,bac39983e10dd01a7211b6ab0cc8030a697053e746f5911e47a2f91f59cf4b73
2021-02-26,0.01,-0.02,0.01,0.01,0.15,889,,,4e768f58bab536b55b8ee6093e82518da10231710727381ed26295bc484cc568
2021-03-01,0.02,0.0,0.01,0.04,0.15,988,,,4285d3587f2bd30544ec1703cad462891b019e64727087f6e92bbe688afa1be8
2021-03-02,0.04,0.01,0.02,0.05,0.15,951,,,0bd65886b0547568ad723019625916598e79035ad62097c6e76fc22221c0b12e
2021-03-03,0.04,0.02,0.03,0.06,0.15,897,,,94d4318fec680033d46fdc565704c916afedac7ff5a4c156d50ba62c3d50d005
2021-03-04,0.02,0.01,0.01,0.04,0.15,936,,,82424f5752d239dda50cd2cf71e682d156df494e0cd68a1b452bd99f59dd4c9d
2021-03-05,0.02,0.0,0.01,0.03,0.15,933,,,e5ba282d0f5f8837d103b56057a5e30bd1b69ac47c1bf52a850ca578866b2ae4
2021-03-08,0.02,0.0,0.01,0.04,0.15,928,,,302a1a0fac647ef0f329f7cecd6b5a3bc6d07587198c73f3b6c47661711620af
2021-03-09,0.02,0.0,0.01,0.03,0.15,914,,,69c32278b704706fcf2a25c22d88ec70a66f47b2b9d09febd3a57517ec4a8839
2021-03-10,0.02,0.0,0.01,0.04,0.15,914,,,6aa272aaf66e1ddfce06bbcd9f9fd8aa9a3e38a878005093a4998fab680138b5
2021-03-11,0.01,-0.01,0.01,0.03,0.15,884,,,20f295a905ece9ab575f5cec70005f4f2273fe35069715d526f28703ab0a65f3
2021-03-12,0.01,-0.03,0.0,0.01,0.15,889,,,7332a953fdd3cd065cfffc8eda09dd3bbe66972c00c089159d11113d1554bf35
2021-03-15,0.01,0.0,0.01,0.02,0.15,898,,,23e9918b24508c29a4cb2811cac302b5e530b05408a57067669fbc8017cb9902
2021-03-16,0.01,-0.01,0.01,0.01,0.15,914,,,225257f02831ad79028986494f7abbe44f9a016a73fc11d929eec6390a4463b9
2021-03-17,0.01,-0.01,0.01,0.01,0.15,883,,,ce14b1539755251a15c31fe5cfa9bb9ca777215ddb28a248bd75afeeec79d1b4
2021-03-18,0.01,-0.03,0.01,0.01,0.15,868,,,0c987a3d7f4c945ec51be0dce20bf465eb5685463be3ae44cab403ae31cb18e5
2021-03-19,0.01,-0.04,0.0,0.01,0.15,865,,,83df4b0509ee7b9f40ec0629613db5a54838216d5cf6044f5a26a1a5c96202fd
2021-03-22,0.01,-0.05,0.0,0.01,0.15,869,,,862c673dd1774bf5f3e6a9e4f8f296fb2e501cb72d7117a4b18b649ef76acbac
2021-03-23,0.01,-0.03,0.0,0.01,0.15,896,,,dfe79d58c8320e89c460a7719aac0c84e6ca12f4e5b95b28ea1a3c3c53436068
2021-03-24,0.01,-0.01,0.01,0.01,0.15,895,,,d766cac9f7e638f927b25f21bd972892ab3a70ee8d7fb9303ac18dc0209c508e
2021-03-25,0.01,0.0,0.01,0.03,0.15,956,,,b1b268778ae7bf9d579e7f862a54198709ec616ec8e1c800865e3581cdb4173e
2021-03-26,0.01,0.0,0.01,0.03,0.15,924,,,5e6dbf6ce98242b46f9025f8c83282214df120fb1ed6ca1b64cb6d887ac1d2b9
2021-03-29,0.01,0.0,0.01,0.03,0.15,858,,,9d66052e96534ed57b6f89ded96ae624f4e299496c45ba248122abd61f93e383
2021-03-30,0.01,-0.02,0.01,0.02,0.15,808,,,ee9ee71387db1f6c43ac6ce427c14468f6da52bab597e1cc9d211d28afe120c8
2021-03-31,0.01,-0.02,0.0,0.01,0.15,931,,,5d29a8a38c48d8f3600a77891ee683de78a87e2856515aeef3c3ffbb4d1a52b3
2021-04-01,0.01,0.0,0.01,0.03,0.15,989,,,016e0dac1789563583ebb83c5806fad2670882e630e4f8e68194815592be8749
2021-04-05,0.01,0.0,0.01,0.04,0.15,985,,,1b42fc5282206d989830de53d2d45d06c557a12fc8a83a94d848dd9b5f220aed
2021-04-06,0.01,0.0,0.01,0.04,0.15,979,,,9bdc182d94a88fa37cb50ffe0f1987df7e2f9c174f314f96f8c6e0cfd908ef7a
2021-04-07,0.01,0.0,0.01,0.02,0.15,924,,,08c52fbdc0c8a010f60f232681d18cf3120092a43f8b568a60569452c5ace0be
2021-04-08,0.01,-0.01,0.01,0.01,0.15,896,,,97bd899308802f46f57e637ba458fdb00e5799c187fb1edd317eb5d3a7f1a0af
2021-04-09,0.01,-0.02,0.0,0.01,0.15,867,,,e02efe49d382814bf1009041390905db42e0406c271bb16826a25133c646d7ae
2021-04-12,0.01,-0.02,0.0,0.01,0.15,863,,,7a4c0010f675080c183a893527180524e03e693e6084a6d63a6a5c1709d04ca6
2021-04-13,0.01,-0.02,0.0,0.01,0.15,894,,,c44cb95df3c3d119692372f758fae59db22f16b00027d8e78d7027ce59754fa7
2021-04-14,0.01,-0.03,0.0,0.01,0.15,883,,,42222c8fa96faba340962709e382da3fbe3a8b4ac8d5036614081078b15beed8
2021-04-15,0.01,-0.02,0.01,0.01,0.15,928,,,8fdcca8789a4244ad71a85ae0424f6d11946ec581cf25fea63a100ea582724eb
2021-04-16,0.01,-0.02,0.0,0.01,0.15,913,,,d8c653527494a8d6b400c51c031496fd449eb606f08f06f43747273341736b5d
2021-04-19,0.01,-0.03,0.0,0.01,0.15,919,,,9778d167330d4bd6a956e405b3208a0ecfddec89c6c713b6a733aa5abe2e8a86
2021-04-20,0.01,-0.03,0.0,0.01,0.15,896,,,4671331b8dcb0683061d9dd880eda2d1ef7ccb742f5907c46fe33a790a843c7b
2021-04-21,0.01,-0.03,0.0,0.01,0.15,882,,,d16e79d4ab764b0fec2d864f9d41802bcd8d772a9a1c690e6f8e8d2dfe9ed2a8
2021-04-22,0.01,-0.02,0.0,0.01,0.15,870,,,1cfa2264c9fbfbaced22570aba80c605ce384e327248d5fb7d5723389c0a3230
2021-04-23,0.01,-0.02,0.0,0.01,0.15,871,,,6b9893b7192be9242ac4f38bddd48f96fd52bfa91489de69ebdcd528adf20e42
2021-04-26,0.01,-0.03,0.0,0.01,0.15,875,,,1932934c32f54023fe8970d414e24a74db13a23830a3197eb53cd4eecda7fb60
2021-04-27,0.01,-0.03,0.0,0.01,0.15,879,,,d6fb0341e11f224fd43090a3ca9847f704ec6f8f7a1d17fb249f769fa289e759
2021-04-28,0.01,-0.03,0.0,0.01,0.15,847,,,d785126167df938ed63380c626bd91c55b72ab0b4b8ff8b4b180ed3c5f57986d
2021-04-29,0.01,-0.03,0.0,0.01,0.15,838,,,871712716bc0a283afc9ee14162ad4f981804bf6a6f36acd061496e73e128473
2021-04-30,0.01,-0.02,0.0,0.01,0.15,924,,,c5525df318268d1bf8c22a8dfcf06244008d5f842130494f2af831433095fd6a
2021-05-03,0.01,-0.02,0.01,0.01,0.15,930,,,0cf070047bff120e9ed3dd032f97f667784b616199994fe0e3ab5cbda34e62dc
2021-05-04,0.01,-0.02,0.01,0.01,0.15,895,,,92cf00267e7e78f6ca1fb7f0ecbb64ee8118ef0cbb6c4ae8c35ae38e76986e34
2021-05-05,0.01,-0.02,0.01,0.01,0.15,841,,,6ba5819e2b3c1fdb6329fd53d0b4d20cb5253ab268247f453c2161aab24fc1cd
2021-05-06,0.01,-0.02,0.01,0.01,0.15,883,,,6c5c7b4c76084ba83cf1e42fb6b886815c43f8d5b2fc51e3af900f32bde2050b
2021-05-07,0.01,-0.02,0.01,0.01,0.15,869,,,978fcfce6c0a29966fd77131a16317f31a22ab33ebfc8b3caa436fffa445bad3
2021-05-10,0.01,-0.02,0.01,0.01,0.15,869,,,b78676bfd11d5531917a016b271327321bfa893e0395be2c57b8331d1a0ba105
2021-05-11,0.01,-0.02,0.01,0.01,0.15,865,,,44f01087e7ef259d047940ad1fbe7a85c5c58c0097bfde4c19b03e44c395a0bf
2021-05-12,0.01,-0.03,0.0,0.01,0.15,895,,,9bd5e5642b8e80651a868b05c470336ec3de03aa1958c8a0f01bb833841af972
2021-05-13,0.01,-0.03,0.0,0.01,0.15,860,,,989537d49d51d61d0dd09a22eca4b37a8dcaf5ebdcc59bdfe1354ea29e9afee6
2021-05-14,0.01,-0.04,-0.01,0.01,0.15,865,,,a41f2808ccd5155cf3bb2ae2b7a965a44e0d6026a4d25a608b6890d3cc85558d
2021-05-17,0.01,-0.03,0.0,0.01,0.15,902,,,e6d0aef7ce0f43555f260c6326de832e5e14b25d067b4a9037f10ece3fa1001f
2021-05-18,0.01,-0.03,0.0,0.01,0.15,888,,,696ec51863fd8170aeda3221c5bb19b568ff406efb92a5fbe77f024738ec01ce
2021-05-19,0.01,-0.04,0.0,0.01,0.15,891,,,149a587f73d509b23229a3c5d7d9200430755b1a84953578f5f701a00f8d43de
2021-05-20,0.01,-0.04,0.0,0.01,0.15,872,,,984f63f5c16d526bf53cb77aca134e9e5359ca49f72d0c48035e6e522c905b70
2021-05-21,0.01,-0.05,-0.01,0.01,0.15,857,,,4e5d2697215294ed73fbd1fd2da18dc6d8acc4999d413f493b04dd305fe2437d
2021-05-24,0.01,-0.05,-0.01,0.01,0.15,858,,,7345ca7d639c433c2bec00e257b345cf348a58e0aa85c5b8601050bba6438b4f
2021-05-25,0.01,-0.05,-0.01,0.01,0.15,877,,,91107d6c13ae8058f598ae71acd596b5e42a5662972bc6229199358a0ee68285
2021-05-26,0.01,-0.05,-0.01,0.01,0.15,869,,,45bc7a6b1cdcc2e1ee4854d713de71d005dd2b45898a937b4d512b315c3bd14c
2021-05-27,0.01,-0.05,-0.01,0.01,0.15,877,,,d601d34a3e26ae2258393a67229337140e8851ba445d47caad7069a0d09cd1fc
2021-05-28,0.01,-0.05,-0.01,0.01,0.15,868,,,be29a7df8628923cf8c30cb7e029f6acd5eab3d58e486b0439c5c3da0e44e630
2021-06-01,0.01,-0.03,0.0,0.01,0.15,977,,,ef36a232b849528e2b25676d5b7d0303c37b1978868bf48b699a3ad8c9651160
2021-06-02,0.01,-0.03,0.01,0.01,0.15,953,,,adb94b3b7607d6369d869893d63c25dc3731d09bbecc78ad528b583c9cb86a1c
2021-06-03,0.01,-0.02,0.01,0.01,0.15,903,,,4d0eeb034bc4137de7c061a8331001cbe7934dc90db5e1896502df3e7b195406
2021-06-04,0.01,-0.02,0.01,0.01,0.15,898,,,55436910b756721310a05f16d9623f05e414e05b96795e7f56f76d6d045b36b0
2021-06-07,0.01,-0.03,0.0,0.01,0.15,921,,,83989f6193cf76012fa9529f97364f0d51669155bf489cfe0d89732c69da1e60
2021-06-08,0.01,-0.03,0.0,0.01,0.15,896,,,7ef4d1f05c15b93e1188ed6405707e0a66d71ed8ace6878a0f58289a307eb023
2021-06-09,0.01,-0.03,0.0,0.01,0.15,896,,,aa2049f2f37986ac0c050c6db49e4fb01ead7659a8b6a54e2cb2bf01231d80c6
2021-06-10,0.01,-0.02,0.01,0.01,0.15,904,,,4c78ee486668289007322dbb6e39d71305fa39db73670017eb4deb1919c3f8ad
2021-06-11,0.01,-0.02,0.0,0.01,0.15,834,,,ebaea488fcde0fcac86caa4d626850bab045ffb8c6e5ca23b127cabf39418157
2021-06-14,0.01,-0.04,0.0,0.01,0.15,877,,,b4cacff2d140b81cd87b56e179837c311fdb1a6e4167c11b22a922e03c8c243d
2021-06-15,0.01,-0.02,0.0,0.01,0.15,905,,,9da805000b6d1e26835c5c3494eee6748e6756769f68b5a99e2c57fc823dab1b
2021-06-16,0.01,-0.02,0.0,0.01,0.15,900,,,0f6988afcb0b6eab907f177334ec972394d6bcb8babbac23384ad9a89bcad4ea
2021-06-17,0.05,0.0,0.04,0.06,0.15,998,,,a0e5295c1c7f9f86872f158e507da1ba1a8b30221e24c3ea8c5ed5ffae2d4085
2021-06-18,0.05,0.0,0.04,0.06,0.15,921,,,37e573e233442fe9c074a0a01338864f7d8570569345256c3a51356d3b716d81
2021-06-21,0.05,0.0,0.03,0.05,0.15,894,,,63414a48fc84da6260a25400c17467625875b0e17033cfcabedfeed6d92ca484
2021-06-22,0.05,-0.01,0.03,0.05,0.15,888,,,6f0a2486c2c24fd59fd483e532ffbf0bbe562bae7540a073f2e4460c42db65d3
2021-06-23,0.05,-0.02,0.03,0.05,0.15,835,,,3ee37c1e94aa49a14ff389f8f34366dcc5e2b7d5c7d4cd4640f8a766baa4cc71
2021-06-24,0.05,-0.01,0.04,0.05,0.15,868,,,8f1d3115a1c5fc82e815c1552b234a6619584c57209e0c55932d3ede09d4d584
2021-06-25,0.05,0.0,0.04,0.06,0.15,850,,,20ede34c203e73cc88201b9fa886447f14f621673513b3d963ac830fd1908ebc
2021-06-28,0.05,-0.01,0.04,0.05,0.15,853,,,0825a46050401d26c79febee06d0ef5ca1a93fb0df750b9c8d38283581e2de19
2021-06-29,0.05,-0.02,0.02,0.05,0.15,850,,,0d34525a44a3e9a76921fb2d11acc73e401d0657c1968d136182299f2a2d11c9
2021-06-30,0.05,-0.02,0.03,0.05,0.15,871,,,21635302ae8b63674ee493c6ce7002a91a6b4a4ada95a8736092a89de3eccbc4
2021-07-01,0.05,0.0,0.04,0.06,0.15,938,,,aa7d415251ec571df6ee90cb7da10594c7663b1e4c3c6a20ecce49e4b7fa0d2e
2021-07-02,0.05,0.0,0.05,0.06,0.15,910,,,c3082d980c252f65a0b47bc9eab57dcf4613db9f39e06a9fdae8532ed323a90c
2021-07-06,0.05,0.0,0.05,0.06,0.15,934,,,3fa069dadfe4870f157277b50ef96b5aa448d1d514b2d2edfaf51800dff5374e
2021-07-07,0.05,0.0,0.05,0.06,0.15,905,,,35a569812685f48f600a04ce1b0b10f44170994321f95c5e41dc4b7e272de704
2021-07-08,0.05,0.01,0.05,0.06,0.15,874,,,f42646346d2f4751fd0ac594a4bbb8226058364429441b22694ce94bc8b31b70
2021-07-09,0.05,0.0,0.04,0.05,0.15,911,,,ef6601cfea6e5b2480f8c359e96a0f671255bc643cc7dad5309e38123ec9a6fe
2021-07-12,0.05,0.01,0.04,0.05,0.15,855,,,b4e0071186d26744871aa65f8f7bf849376d32571818cf4192b745f115aaf687
2021-07-13,0.05,0.01,0.04,0.05,0.15,875,,,175240f066d217ef2c54c5e8a2db73d751a341d5d1051e52d91a1e3fe81ad3a5
2021-07-14,0.05,0.0,0.04,0.05,0.15,908,,,1d489bb91a059f10dd539a7eac3207518b5ad59a21f707da7635ba573f013db2
2021-07-15,0.05,0.02,0.05,0.06,0.15,933,,,b85bb315aa446f610782f612ef7e556fcebba94aa11f5f25e03a1e6d6d78f045
2021-07-16,0.05,0.02,0.04,0.05,0.15,864,,,b75e78909487a31e92c5e916b10470cdb9ffd61593e1f30a0d1f71c88bbab8b4
2021-07-19,0.05,0.0,0.03,0.05,0.15,888,,,7fcd724e85a200491f7ae80c5ae51e113c107f7c1cbd10508b3f2c7e0cab10dd
2021-07-20,0.05,0.01,0.04,0.05,0.15,855,,,03c48f100f26b5e6e00990a697d3140544c1f1f2a2b0b061c201de82e9e388c3
2021-07-21,0.05,0.0,0.03,0.05,0.15,913,,,a7b1ccf0d6b420ac7ac9a3c6f83d1b3b38c139336c76434ad36004b584cb3b08
2021-07-22,0.05,0.01,0.04,0.05,0.15,849,,,15b2d3e27817323fd73d6135d8e35643ae054c7d1c24bf9f36e2d563fa3f6ec8
2021-07-23,0.05,0.01,0.04,0.05,0.15,861,,,fd260e4dab31d4d8d1bf0ee8229afa4c8ea3b7f85572e2d44d42656e3dcad1dd
2021-07-26,0.05,0.01,0.04,0.05,0.15,881,,,f087b939af40a08d2bc51cce677fdee9a9f66b6657848d6f4ee74132cd7d5f29
2021-07-27,0.05,0.01,0.04,0.05,0.15,874,,,c024d54d6e7cccd64e736b52673ef7ee45b166221149f14e80b46b08c6089f66
2021-07-28,0.05,0.01,0.04,0.05,0.15,862,,,723073521c74e55b890e37a3423d366d9b416a96cf92c8194f8e467936aa8f58
2021-07-29,0.05,0.01,0.04,0.05,0.15,877,,,2ce6a3291b1f649863d508b2c4f5a02e0955e9a40f66d906924a177432a38e92
2021-07-30,0.05,0.0,0.03,0.05,0.15,903,,,232ee157a3c5b8cd2ba47a405a884b76de5c4d00eb96c1a7e9026dc61f4e4176
2021-08-02,0.05,0.01,0.05,0.06,0.15,986,,,02ec62d4df303d93f4220089f4a7405be2c44697e4378e243def5315e00f192b
2021-08-03,0.05,0.02,0.05,0.06,0.15,974,,,dd84a041d466c78ed3443dc242580c4e0354db7d92a1957a63251bf5991fbd0a
2021-08-04,0.05,0.02,0.05,0.06,0.15,926,,,9404df4572d8144a9dedf2b76fde5cda10e48a06166faa1e95b8a9d65e976bfd
2021-08-05,0.05,null,null,null,null,901,,2,41b414daed6d2f5b92952e429ebc65a5c1d320656687207955f7840cedadff91
2021-08-06,0.05,0.02,0.05,0.06,0.15,891,,,f1d77fb189adc7a2e97aca2824f927444dca819cc454f902acd1075e9bdb11e6
2021-08-09,0.05,0.02,0.05,0.06,0.15,884,,,fe0de5c520b0bd270c1f8159dabd22b11ec4a137fb6b38d4614f3c2f649f58b6
2021-08-10,0.05,0.01,0.04,0.05,0.15,865,,,3586f79810a26a608c8473123bbcd6a00d3b2d423db3865ca3c21bbb7041c1f0
2021-08-11,0.05,0.0,0.04,0.05,0.15,904,,,0adb83b287b764df5be06b2460b4d0fc3b3eaa426dc9940146b8afd3d9d417e1
2021-08-12,0.05,0.0,0.04,0.05,0.15,909,,,b6ebffdaa7789f06d297229cd9c4348bb857767da97f7344f38923897ccca685
2021-08-13,0.05,0.0,0.04,0.05,0.15,893,,,de6e1dadb4e7118b6d9c3a0de668c55224b03c79e6b4f4a94b1f2aec988fd4d9
2021-08-16,0.05,0.01,0.05,0.06,0.15,906,,,218e9458eb5c128af5d52c810db5432ebed657f50b335b61446ef96577d46eef
2021-08-17,0.05,0.01,0.05,0.05,0.15,905,,,c90b283316d7c9635082fb4ad4dd3c6bc0463c600d48178716ccfb0aea322948
2021-08-18,0.05,0.0,0.04,0.05,0.15,935,,,9e4dd06240fef46e0e78783a1aed72c6d64d9c980f83deed3bcd71f97df495a1
2021-08-19,0.05,0.0,0.03,0.05,0.15,925,,,6963e13a0b2ce093448e13af2a6f96bddf1f986ff9a92442cf99c50b1648c119
2021-08-20,0.05,0.0,0.03,0.05,0.15,902,,,c6c0058fd3c28b00af9fddfc33734aea1e399824a7acbaa965bc434c6b1b7f72
2021-08-23,0.05,0.0,0.03,0.05,0.15,899,,,5857a8478b5835bf4ab87c44f055ec65690efb60bd0cc71b1287d117e49fede3
2021-08-24,0.05,0.0,0.04,0.05,0.15,923,,,14d510bb814c2f7ffd4ea33fe9ad58eb8801840c53303d2e3b5feab1c4dc6381
2021-08-25,0.05,0.0,0.04,0.05,0.15,912,,,702d1c69087f67ba23a371c6e7877f5e255b43dfdf80168ebcf248028efdda84
2021-08-26,0.05,0.01,0.05,0.05,0.15,864,,,a55b5f89d30febe028f3f1d6955ef45ddc97b24da315a40c96b3fc189e757b4d
2021-08-27,0.05,0.0,0.04,0.05,0.15,920,,,2b4b76a3fb8759371e11c0a454b0a87e43892ec559e66f5927bca08be1fe52a0
2021-08-30,0.05,0.0,0.04,0.05,0.15,885,,,643a6f88c3a6f3a8f608ec43aba0e68d19370cc5498f48f424f25f3ad28d2e83
2021-08-31,0.05,0.02,0.05,0.06,0.15,953,,,3ffbcadff01f00e520eb1f34edde3e7015777d3884520392144ee07724360f47
2021-09-01,0.05,0.02,0.05,0.06,0.15,936,,,73ddcb5624aedea9a9dfc76a7d15aadaedd375f168e9514b97ce716b0e69f755
2021-09-02,0.05,0.02,0.05,0.06,0.15,952,,,878e4b942cb672757768bf1f2993018d2dd032fa655b4cf60e31fe8c08763a5f
2021-09-03,0.05,0.02,0.05,0.06,0.15,883,,,f1914564a5bd87a123c28a5b3e6269d4e24b00420e85cc7e54b5ca96aa9c4053
2021-09-07,0.05,0.01,0.05,0.06,0.15,945,,,2a13fda71ebf27f8c29e0d4ff103519ae9ad3b5d0d2d494c007ba694bc8393ed
2021-09-08,0.05,0.01,0.05,0.05,0.15,896,,,8f2752add4a6fcb62696b3c0a6ea3a60d8b2e174318434f07d9e0a19319738cf
2021-09-09,0.05,0.01,0.05,0.05,0.15,917,,,3593a42011e332857540f9e02791bf4f36240ecb3de761006cfb095974c1be3c
2021-09-10,0.05,0.02,0.05,0.06,0.15,891,,,a6471d0dac0b245535519aea135d4893d5e8dcf0d31d9ddddace67fcc805a067
2021-09-13,0.05,0.01,0.05,0.05,0.15,914,,,c5ec422f38e2df86ceb62c60c2ff85c78a697c7def73100fcb4b07a4d93bfd5d
2021-09-14,0.05,0.01,0.04,0.05,0.15,893,,,5ac5c9fcf519b2ee59bfd7369d50948fb27540195bfddff8d7ef9710d47320f6
2021-09-15,0.05,0.02,0.05,0.06,0.15,942,,,a3919b3670e49b76ab49e081244da2b6e816b311053e25b692722d222befd00f
2021-09-16,0.05,0.02,0.05,0.05,0.15,905,,,ba4a9b2ebc6cf2160ad25cbb05e90dc13070f7f90e4da24e8c3e09b0ee0783a7
2021-09-17,0.05,0.01,0.04,0.05,0.15,884,,,675b47133e3845fe58d2a42555af23353382432f4f9be61928a53f8bd799917f
2021-09-20,0.05,0.0,0.03,0.05,0.15,928,,,90b0930522fdf106b14f7e9b4ccc1d52209a1537848b9be90c9e3c2af617ce50
2021-09-21,0.05,0.0,0.03,0.05,0.15,894,,,9698b36db8ca9d476f648b00ca8be0584e87ed29c12d3ed7840682b6244b7b8a
2021-09-22,0.05,0.0,0.03,0.05,0.15,879,,,69d7335e02e24fbbebb29777ddc998397bd8b3bf37d3ec1c5007002d22596761
2021-09-23,0.05,0.0,0.03,0.05,0.15,878,,,ee20153563dd74ca5033d8e98a442fc9bd1a46cf302746536c11f1312a65d96a
2021-09-24,0.05,0.0,0.04,0.05,0.15,896,,,95b0d620e24d7335d44fbffddf5b4d4e29f03a68993e0ca5d30a936130dea3f6
2021-09-27,0.05,0.0,0.04,0.05,0.15,927,,,dd5ce337973b98a237fd7f8f1651f51ba50e49ed2fb9edeca61b8b31702fbb6a
2021-09-28,0.05,0.0,0.04,0.05,0.15,883,,,83266982a16c3f409e5a000b5603e89cc44b3d65e96c110daf26c99060d47037
