period,gdp_millions_current_dollars,source_series_code,source_table_id,source_line_number,source_record_sha256
1966-Q1,795734,A191RC,T10105,1,21475f008c2f8c77c3475bb13bdeff4418688f342177db2823ad40336c20b3f6
1966-Q2,804981,A191RC,T10105,1,385c492c57139a91a0d3e7396daea9a9b951dfec38e5cdbc89bac40bda0466e7
1966-Q3,819638,A191RC,T10105,1,0f5bd1b4475ddd8c4ff6ebe1dbfc09ea3d373d0d2bba383686e14bc68b5c1576
1966-Q4,833302,A191RC,T10105,1,c08d800cc8fa8270039cf9d61152d686381c5d52677b362013bf90ba4e0931b4
