period,gdp_millions_current_dollars,source_series_code,source_table_id,source_line_number,source_record_sha256
2014-Q1,17197738,A191RC,T10105,1,a592dcd727642dc97bcefe3c1eb81a845a581c8afaa1c47732b542d3bc02142e
2014-Q2,17518508,A191RC,T10105,1,42cb5565614e520be55c5bb45c182464a07c83cbe84c184131269df88f6a3fe8
2014-Q3,17804228,A191RC,T10105,1,0ead036a7b8a1736d531e215125517ecb6ffd1efda300cbdd52b16bbe9d170b3
2014-Q4,17912079,A191RC,T10105,1,4717287e2770a2c262313e2178add903ba85277a8eee06847f9d12688fc93d00
