period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
2018-01,247.867,available,,,false,a07768888ffd5cf7f121bad77cc1081aaefddee0807f929e578dc52231d96d2e
2018-02,248.991,available,,,false,55b11826985532d40dc84196171267d05ff8acf52bd98e4d83cf288a06be2cbc
2018-03,249.554,available,,,false,6c93342c9ffac931850b59b97217c078bf90917c77ae06017fd241e333cb4de6
2018-04,250.546,available,,,false,2ac4b837af0bcaff1319197565a634b266877129fe423b026efe92d05c472fa4
2018-05,251.588,available,,,false,5ce29caf9ef7a6d10b6e073883a34b7c613a56111c71f605b804520fb41e2e03
2018-06,251.989,available,,,false,1ddcffb81d82cef2229aa8948fd4712f0ca47fe8439d2c2ab6f93eb290f3bf34
2018-07,252.006,available,,,false,8ce20fb7e2b3f6529c42191d598c9fa0392b1ec730c5d477d0434da024bf0e9a
2018-08,252.146,available,,,false,da379c918f1d9ef9f16075c47658df7aa972cfbb733e25fcfec85f1f0e7ff7cd
2018-09,252.439,available,,,false,f08b1574ebab2708b941011fcf8460dcb70e7216789ec449f3d43f1fbfb522c5
2018-10,252.885,available,,,false,0c84df23c354df850b07fe3057aae2c63e5417d9c5f551cdb8637b20f7443d20
2018-11,252.038,available,,,false,d1e890822f0722a687ef9256dd274f92a278de67b9d86b0d4bb8840ff82de1f8
2018-12,251.233,available,,,false,7e3cbe78244a8fcae6a985aacaa6cff48941fd0cd04358cba07877b57f3b7489
