period,debt_held_by_public,intragovernmental_holdings,total_public_debt_outstanding,source_line_number,source_record_sha256
1995-01-03,null,null,4798116945333.39,1,b2c0c027e0c684038676e64ffcae84390ce9e0bb0711831514b819c7916c186c
1995-01-04,null,null,4801793426032.89,1,ae4e097d4f612fe7e80cd11fbe4592550f7bd88e4e1031cadc33d701e508fc34
1995-01-05,null,null,4805635231225.14,1,be6a4898c6ab434033cd76fcac82b519fd7c302a075be8fe0bf2c9fb598694b6
1995-01-06,null,null,4802133808513.71,1,0c09dfb1be77aaff70c86ec1fa2daa549a930ca2c4e67c1f95c47aa889eeb5ae
1995-01-09,null,null,4795838481378.56,1,0b7d85509e8bcd0756af8bb495b4ee6f6e231ab15fe3cba6ef3ef4da4e85ab08
1995-01-10,null,null,4798792100063.36,1,9a69b3aa58fde835c24e5be93e1ed841e0d45daefe5eb99d8c03d264d4131f0e
1995-01-11,null,null,4802565300968.62,1,eeca0ea05584089e19a4f4f1774f07bff7ea1e51a30492e2d6d867f8d5fe227c
1995-01-12,null,null,4809182675997.48,1,42dfc38a8902fe5ac5f17cb951eaf7dc9f2ef2821f2460fad67a53d157584860
1995-01-13,null,null,4808661268393.04,1,1d1c87fa02774e3ffe1c3d6dabbc15ef022394e5f4630869ff8197a67e9f74c4
1995-01-17,null,null,4802867735976.01,1,55e64c69d2f41aa313a3858145100adc61fceed078bce0cb80b838d2e25e64a4
1995-01-18,null,null,4806933452098.25,1,c4a4cfab83eb9013bf6cedfcf95d76144ba7553967e0221abd522e9602b5e931
1995-01-19,null,null,4795323651745.86,1,85ba3bc96795d9605f1d2220d8865abb5250ce3b29669f34dd5ce6ece68a4d9e
1995-01-20,null,null,4796537934595.60,1,a35bc17bac62482f940930ae4bbed27227812beaca1304e3331252355201fe0d
1995-01-23,null,null,4796793782628.86,1,c69f13ab35ed2fabd4f4d4c39db51d457d6659585254d897e90ca0a7c390d5db
1995-01-24,null,null,4799369247041.81,1,fa11c75ae1240cd8922321a68ea91d4dd756d2b039cfd46b07bbad59f2d0b9d7
1995-01-25,null,null,4800103843645.88,1,e03892c1ad78ed7f7c13981a839a0f94a0d2b8eeb9ff428bc47e0c50bb36ab21
1995-01-26,null,null,4801405175294.28,1,b29d48f84e87e214b3972e13c3042e0e05fc3a469d799d3c5db88c12188e541d
1995-01-27,null,null,4805320933038.83,1,9dc96cf1376e11102feb648af9726cfae134ab8f3a68eff49d558adedd7f8779
1995-01-30,null,null,4803795968326.50,1,3bf10b365d3cbf11c8d0d68efa9d775c046db3d7104c7e73c24bd5b192cbc349
