period,ref_area,cli_index,obs_status,source_record_sha256
1972-01,AUS,98.50098,A,24c3281ce31571683c8d3e41e6ffed0daad075cd9e7a3ad788242a3759ec6c1f
1972-01,CAN,101.5393,A,2c7a5fcb755c5b9fcbf29c6128ba8298633f375f741ff4a68aa7cd74145f56bd
1972-01,DEU,98.78758,A,f46f10ff4173be8c51f9b93c8be93190cc634635cac05bd16da995fe8766745f
1972-01,FRA,99.97776,A,cf03c53104494aaa07c4a17826449abb4fde2aaf5ac6cfdb494ba137ad3c133a
1972-01,G20,101.609,A,4227085843fba8c07a539b8d24ba5bdb3d4ae71b04a632ba7ecfa3282dec4ca9
1972-01,G4E,100.3931,A,0af33937d7698b0a783acb7af3c9bff67cb4f98336214b2f2d273601f42395aa
1972-01,G7,100.7581,A,a86cf8d31a499a01a006d4fe49d8b44217b58b032ec514d98c49076c7fb99767
1972-01,GBR,105.1201,A,7056df9f2cb8d168ac0119b993a7577645548e73cb2ad9aa0d0b09c9d572de8e
1972-01,ITA,99.12511,A,e205d4d909feb5177f91667408c6318d3b8734d9fa8cc607a2f28eab64d4ff98
1972-01,JPN,99.24416,A,dbb38b09a653796691fcd381a3b09846f496b256838c40e43cbdb58374765f88
1972-01,NAFTA,102.6591,A,35b91f5c0d0e8e11cd77de56945a76afcdbd4335a197065ea721f55dd7ad167a
1972-01,USA,101.6594,A,48d376febd71e6a13fba4158d39aea730cf3be0d5c1a25509f4c3f0805867c7b
1972-02,AUS,98.79968,A,42a498c35bdc5c3f51bd0b8f9a0becc78e3f2426255081adf515524cb5080bc8
1972-02,CAN,101.7227,A,8282f9552740274d00c12ba5740d6ce84a0f78f148a8e0921e5fd817483b8abc
1972-02,DEU,99.24587,A,8c3912c5437eda05274435ec92d175e60f465400508c3911ca14b33126d85596
1972-02,FRA,100.1851,A,66ea6e7844c0d85fd6c4e767c50118b0589375ff3e188d3937a32173cc36baf9
1972-02,G20,101.9644,A,6d41f1ee624bea809b6d14e6356e19bac2f382cb6e2a7e893672a8bb4b56820e
1972-02,G4E,100.76,A,ca6e2d211bc4cb3fa1a182b499e9ec222a8749e1d4539293b53315dc9908f150
1972-02,G7,101.1115,A,6cc28d4b3b2477f2ee02ff47e2be078b6c1a582a0e851a333db815941cff8c3b
