period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1988-01,115.7,available,,,false,c34e72815c24ee34d4ed96dcb7e2408f1b033cb8c8cb07c45bdeb17965713ab2
1988-02,116.0,available,,,false,23d2d3f0546ca202df3391b199f947fd2c1067bb4ad935122de6d41a26b80e60
1988-03,116.5,available,,,false,e1123252e677031e7a193ef2fff6229a10dda0d301760ab7f179d72db0e7d784
1988-04,117.1,available,,,false,bc6a8022ac7f1cb051886c90680bf007e73c341fbecad06a5e91b1b366d75c87
1988-05,117.5,available,,,false,66178e407aff0a9fe86ff348a4eddbbb25ee0b4ded3faaff4bf09eb8a15fc265
1988-06,118.0,available,,,false,daa823adda96277c343af67680fb86010b7fb22631f0c96b5941a49461e24250
1988-07,118.5,available,,,false,5b8ae39bddfbc44349c24dec45a78e97b17eb9800fa56fc5880f5e27f59465af
1988-08,119.0,available,,,false,9db3419a5d7ba714a293c1d9c97d52b4fb23e741ff5e160739943cafac30e173
1988-09,119.8,available,,,false,fec4600faf0d7671cb8cb7e5f6286d832ea5e3e0f9e4eb6a79676dff098eee4f
1988-10,120.2,available,,,false,e681363ddc30b0cda54afc9228eeb79bdb9c0a2f7c7fe77fc9b3656715cbfe2b
1988-11,120.3,available,,,false,5c9d4ae66a40f05f212896164c28c34da46ea572498bd90a676f5891fea449c9
1988-12,120.5,available,,,false,31ddfae899d4ee3cf0c113cf5955ff86f09359902893cc0a70a0e8caa92481fa
