period,debt_held_by_public,intragovernmental_holdings,total_public_debt_outstanding,source_line_number,source_record_sha256
2006-01-03,4716788904427.31,3437092676785.68,8153881581212.99,1,948eaa8e79477761fcf53bf19b1378490f5c4d8d9cf10c359c02f7081d389d4c
2006-01-04,4717387692824.11,3448471302708.26,8165858995532.37,1,51560f1d7256716e838b5c20895c8b41e12045df159d110f948585cf356d7eba
2006-01-05,4710794044990.48,3449526446601.09,8160320491591.57,1,12ed75f43998f24efa574f1c76b64154eca0170908a74170a82ca6d66f472260
2006-01-06,4710727729604.45,3450779848589.90,8161507578194.35,1,13298e6490a9daa7ef3448731a07977cef8bd708b28a5eaad1b7b77c40ed23cc
2006-01-09,4710442544283.84,3449814469260.51,8160257013544.35,1,4415a308dd06f895615111af93f1d618ee8d6f36783fea79e5ffab6d4c5564af
2006-01-10,4710167275929.91,3455480048697.78,8165647324627.69,1,92c73f0fbb13098974d6bd95092ae54396eff32c5455d462cde664514a6ad397
2006-01-11,4710220160392.13,3451713550422.07,8161933710814.20,1,97c1fede08798f093c84396f7e9ac3376f3a534cdc93b43f05bc091490034c32
2006-01-12,4705428084771.19,3453656825297.39,8159084910068.58,1,bafb742804a5c34eb6b98792a8c6eac323b76b91a4486f50451fd2747b0936ff
2006-01-13,4705500368407.39,3453172627426.48,8158672995833.87,1,26a60e471059d074adf5bcd0d40b18c89de142b212758bb05c1d5af6fce814fc
2006-01-17,4714120042716.31,3456404244257.62,8170524286973.93,1,98a0a9076f7fa4eb80689fceb8916ffaff827583c457435a76089e46fc9b2365
2006-01-18,4714064196001.71,3459788103315.25,8173852299316.96,1,017f8641ec5d8aa03af3c75814d6b14987909318a5d3d825f403a2cd5b51caa7
2006-01-19,4714656260069.92,3462292390488.67,8176948650558.59,1,4e86b4c794e42d3d55ceff71118001a804e47f8f3737a62a235227bf7f3e92ba
2006-01-20,4714505370309.31,3461237922683.56,8175743292992.87,1,2020bc656f00d35d16f63860765b5f2f721f688c8b3aff776501f7efab5d3c32
2006-01-23,4714136714132.98,3460134285559.75,8174270999692.73,1,5408b6a59e4aed6c4d369cb37b3f57c7335f1e136981e5680a23c17738eaf091
