period,debt_held_by_public,intragovernmental_holdings,total_public_debt_outstanding,source_line_number,source_record_sha256
2011-01-03,9385079979612.71,4612852802216.18,13997932781828.89,1,9e7c20a7a24a43e2997e1ba974cac1add76dadf867fd861757204a1fd1acb840
2011-01-04,9384994677498.73,4629054365795.68,14014049043294.41,1,76c5787e84672fbee7bcb1945b6d96136a8f02be1b24ce36327cd91f87ed972d
2011-01-05,9384965101319.63,4626561626576.22,14011526727895.85,1,d6c7d7590447badf21a8bbd02373faa7865f6667d34ad471677327c75eb3a3a2
2011-01-06,9383215327180.01,4628577843801.71,14011793170981.72,1,bc72888893bf5eebe2dd463fcd3910fffb489cdc8f77a34629f895d9a0bb33f9
2011-01-07,9383237402043.07,4626184962502.96,14009422364546.03,1,d2f78e443844ac6ab5e0d74beaa70ace325a076dc13fe84655eba4b17a1eb0a3
2011-01-10,9382983184150.78,4631361824867.85,14014345009018.63,1,e99490716270a4be64ad7b8dd4d10e0ca2039f7b47aff15f5d8fd299cc07a71b
2011-01-11,9383473336671.16,4636086230916.70,14019559567587.86,1,29dedcda681cb0f89be673502586ba4b51445cbffe564574193dba20d01615f5
2011-01-12,9383200281716.37,4627189206395.19,14010389488111.56,1,ac5a8aceac2122b9e00e6c34bc81894acd4e9b8f7b1332d5c6a294e98f31653f
2011-01-13,9377204236563.68,4630012738813.91,14007216975377.59,1,261a3fb50e7ef6bed6eb733c5be8b52296aae4764e41acfb351be134ec673bb5
2011-01-14,9377350492041.16,4630593044829.99,14007943536871.15,1,6c83a14262d67bc707a9029c9ca294c7c4b1de3ba56166464abb9aaf4a7b6967
2011-01-18,9415963819710.17,4636417010832.63,14052380830542.80,1,08ccd8f65b27b3d3857fe9dc8c6c9f5bb00827d05e3efb3662a3c2d62553685a
2011-01-19,9415973770693.35,4637538379755.10,14053512150448.45,1,11f16e405525cd83b0499f4c143ecbe55ed3aa7114d2d97b06b4e8c33132c720
2011-01-20,9415286484402.29,4641026990530.29,14056313474932.58,1,c736de395c114d23087494726a9b539c3dcadebaafcd12a0d36162dea79fd658
2011-01-21,9415228617099.55,4644908342366.96,14060136959466.51,1,63e624617e8c5c1551d89a388fa52d371cc43e6c32614ccc73cd4a7b4277b07e
2011-01-24,9415046930068.41,4647192974752.28,14062239904820.69,1,ad24150b8ba9578c9506ca0f1b8f04a76b9c9c76c50aa2a594d39418a7bee971
2011-01-25,9415106119260.54,4652366015858.11,14067472135118.65,1,9181280495202169b5bc6460cc545f3038752acaa7859a6a3fd1287ca697b1ad
2011-01-26,9414993965006.02,4645017264550.36,14060011229556.38,1,308a9c3e265f18362c9b8e1e3da00d1e48d9c74aad7ffa68d94e99010d38d0ae
2011-01-27,9410276848548.23,4649132311130.19,14059409159678.42,1,2bcae616caf74c21c517e7c8fcffed0793deda920b9b010131e6d1c16a3d32d5
2011-01-28,9412882434158.15,4643629929471.20,14056512363629.35,1,80dcf6d647cf05b364ff115998d4ccc909b324a490c5694caec243a7bf636f10
2011-01-31,9485416860164.29,4645634195846.55,14131051056010.84,1,103d976acda0b01791995631c4f617597c5c5c768def7b81955368a2dfb907e6
2011-02-01,9482575172379.45,4627267706524.08,14109842878903.50,1,ee797dfc2a34c751739eabb94f7b0cb628952c72815db5d80a5bfda3eebe2c3a
2011-02-02,9482735273832.17,4633777159576.52,14116512433408.69,1,973e58d7b098cd284b53fb7d3f1facb571c711b4534f94c3e9890e9aa16ba0f4
2011-02-03,9470979051382.32,4629447969498.62,14100427020880.94,1,87d5f8bcf2183edc0c2cf17f4160a14447a28f1d1ec31c75a1f5733aa2fde5ae
2011-02-04,9471076036751.63,4628747634553.43,14099823671305.06,1,4cc1ed9cd3c4203f7ed25e255ef2424ce3ef1ff963f17e6b7d64ca0095cb521b
2011-02-07,9471051926030.05,4632969811221.48,14104021737251.53,1,ee6ebe87abbdb4d52022d4619caef9a65e70676cf35b303ae20858edf93a5960
2011-02-08,9471150634328.07,4639270175734.21,14110420810062.28,1,56f079ec66347d7c2cf032acf038011b942214f7aada8ed3b9b9d7d788c7ddc0
2011-02-09,9471221510094.19,4627567603687.13,14098789113781.32,1,2d3d828b807b91b5c57057d89084aba4ce02bf87f5d17e1fce8655047e098f57
2011-02-10,9455138178100.21,4628207587981.94,14083345766082.15,1,fe8563625b42f1c7a56b00bd1e263971f7390bdfc25147e91f631fdc96c98073
2011-02-11,9455006722927.41,4627705999407.52,14082712722334.93,1,6ca098a2ec58022ea0e7dbf7d8db3e41003df858b826df2d1ebc8361ec07e802
2011-02-14,9453956356386.45,4627604968295.38,14081561324681.83,1,240c58f82c5f279070e56f66068d40c3d4b8ac511bdaef9768e3a56f7d8fd7aa
2011-02-15,9502102547695.89,4635982572515.77,14138085120211.66,1,4ac1c7cef6f42f0f58adb9f3b374619226d6613b92cb2295fb20ff5e21a23316
2011-02-16,9502216756164.15,4627672934213.35,14129889690377.50,1,6144ef5095bea8b6fd8660b46ecb8c906f2b84d23a5337d15b77d0a494a36636
2011-02-17,9490705812100.38,4632883495090.15,14123589307190.53,1,2666c126e7ffaa52f8f5b0d4bc63bc03b18d98a606b08b349df2ef06ca21e6e6
2011-02-18,9490899277201.22,4633932602590.10,14124831879791.32,1,c03bef74bf8ff8bf6b157c4f097004de0f0be2fb9f99482714f2522385cb1584
2011-02-22,9491474775494.95,4637081872167.73,14128556647662.68,1,0c59e4ffdd15ed7d6866d49534e97e47520f3fb8c462181ebf38aa8536fe61d2
2011-02-23,9492079418519.44,4633383257788.07,14125462676307.51,1,5c5e26e668958258d2990bf2b1c6e2a5918c49a4706b9200968643316bdc6b60
2011-02-24,9485547122223.65,4634260699795.84,14119807822019.49,1,9167b51ffb155a856004e8c0eb4d77d87951b5c9b9ff11b524a72a3438ac0925
2011-02-25,9511339835005.19,4626201263867.52,14137541098872.71,1,caf79bf851848afa71755e539e9f574261c3903b36de1267f801ab77f30a8127
2011-02-28,9565541417510.14,4629222921952.50,14194764339462.64,1,4675dbf76c3852515cfff005ec86ed945bb8571181a953509b4ae0a86aeb2c0a
2011-03-01,9562563775550.10,4610393814306.52,14172957589856.62,1,adc18eaec45efdff9ca2934a25d86d267d8e0bb673dfb47ac3c7bf2b940893d4
2011-03-02,9562608771779.38,4615916336488.22,14178525108267.60,1,383e8dc9069798a292f9dbcdab804627e94e44c558186d424cd25a31dd82aecf
2011-03-03,9571009627588.32,4611076571468.69,14182086199057.01,1,697ebd7cfeb9b5907341bb44b7556f697aef2a7b285ab4d7974bd4db35b9f90d
2011-03-04,9571126198972.77,4611500985908.26,14182627184881.03,1,3aed0aca82ab8952b83ec0c6b556cca58575cc318bf1ace2da98b7fccd914826
2011-03-07,9571237801717.37,4614931001963.10,14186168803680.47,1,bb9b4f148bdadbf955375bbf1b808285088d6f2d00b0529249b8e9d007b49e3d
2011-03-08,9571514785739.56,4621661967732.06,14193176753471.62,1,83895f716098d2ddcf0ab1345588ace9d8a72a0d256fcbd613dda722f24fd1df
2011-03-09,9572070258391.50,4610593589972.50,14182663848364.00,1,04784b183846b5017b041beab63a440579969e33c3953f29509cbacd05ad9fbe
2011-03-10,9551255398880.23,4612177672255.04,14163433071135.27,1,99dd31d421dfadd08ef877be738ab95b282edd33c40123491bf7014a7381ae15
2011-03-11,9552087457389.01,4612272903889.84,14164360361278.85,1,af851f8417dbb1c6339d65579be2eb970235712cef1365e13e23ccfb77e0246a
2011-03-14,9552467551218.67,4613563236561.13,14166030787779.80,1,fbb41d152494742246665c537a263cc98d39fbc922291f51135b97c38a1ba943
2011-03-15,9618473765645.37,4619478511253.32,14237952276898.69,1,e2487f73a816b5e0aa02329414116c1d605059d72cafaa594d03a6df16c98eb1
2011-03-16,9619622421602.38,4613227572352.72,14232849993955.10,1,97dfe85a9de49706a8346098c533891e2dc4a5c29938c7f941f3a916a346a914
2011-03-17,9604705993165.07,4619024281015.73,14223730274180.80,1,744fea3fbde1065efdfd0d1bd9bb806ea19f18713375522bb4a6452e6aaa1c71
2011-03-18,9605322229226.30,4619540191693.03,14224862420919.33,1,9a864efbd3af13c79b33c92409ab06baadd955df00b7e95c0e884d5f92cac9cd
2011-03-21,9605221355491.66,4622971770647.06,14228193126138.72,1,8588505c16014cba6044b2736fd4510a19476ccc72f8a6263599e31da5383bb3
2011-03-22,9605587421665.94,4627971862026.46,14233559283692.40,1,d87b2b88bddb22713f8176a529e7b23f4e7b9d9c0f1ff39b7eb945287f822939
2011-03-23,9605524165923.99,4619473930287.72,14224998096211.71,1,ff6a4772406c349d9111335f53331f06a8bd4f0fc68d5861acbbfaa6681ce7c4
2011-03-24,9589761022374.59,4620310826478.51,14210071848853.10,1,2a27798b9fba1c60a46fb42bd9fbffb9119c9426955bd69b7dbb20b61c38b347
2011-03-25,9589726447637.34,4621807104003.63,14211533551640.97,1,59bbfee046981123aa3e79cabc68c22cd463a500a05ccff6ca0e9179d9a154e5
2011-03-28,9589953849874.55,4621613813056.68,14211567662931.23,1,249ac419a5d9c46505aa05842b87aca0c6c779292718aae9d73f24c3f068a0ed
2011-03-29,9590134857289.87,4625609340398.39,14215744197688.26,1,39031b81d92cc38cb13d332bb0bfa10c2697321b96375c24927c6422a9f3c02f
2011-03-30,9590804946759.17,4619335041477.56,14210139988236.73,1,ccb44d5959c0c62381269e8089c2a8c1a7a3d71ff729a6a4586bd32d6bb0d1db
2011-03-31,9651643154138.73,4618471376661.65,14270114530800.38,1,8f73e4ef2a53053e3088d6b33589cf4be7ba146b179bf1f168dc4299b7dccc25
2011-04-01,9649667078138.63,4601507438169.85,14251174516308.48,1,194f99cde1c54913b2722d89d52ccdddfc0508cf0229e227fed69f4d82072b66
2011-04-04,9650003952066.04,4593927612150.53,14243931564216.57,1,cf7f72ee44aaf84820016256b790008ccfa53408fbc50936e17dc36311017c62
2011-04-05,9649972136434.37,4612172326463.57,14262144462897.94,1,676c6d0662c392c7246fbec123c9e7ae3b1bb8ef96ded54efd1173963b182dc7
2011-04-06,9649960380158.64,4609801606721.02,14259761986879.66,1,dfac3435f8ece5933f944264c1254aeba0e6a5498eb27a7ca8df6f2211080f68
2011-04-07,9652195544012.12,4612049982299.46,14264245526311.58,1,b4ac4b515e0b5525f2164d848f69fd750814280add746cb18b13f92bbaae15f0
2011-04-08,9652196858759.48,4613186275260.05,14265383134019.53,1,280571d9617ce1259cda3f9bf4a89111c5bacd4135815eec4b7890cb8a07f909
2011-04-11,9652587224970.63,4615173314221.26,14267760539191.89,1,a7c8f9cbed8585e323ab223748e79b83dad5c3ae42791ad5ce1e75b2905311a2
2011-04-12,9652592140320.38,4620401463297.06,14272993603617.44,1,29323c882ef0c48d0d92175141fa621a6be2be3535a20cbe2a06042a7a099838
2011-04-13,9652808590790.24,4611338768256.04,14264147359046.28,1,c89f33fcfae5b35de2a4137a8683ba88850786be2e38f8f16b680d88cc4cfcfb
2011-04-14,9657636099303.31,4613156019881.58,14270792119184.89,1,c06c89e9fbc581622c8637d35e895583e6786a0825ef97b6089a813a3666dd25
2011-04-15,9679202714701.01,4626133866291.10,14305336580992.11,1,8d768786513f9dcdb27c256f542660b64dc3aa4ce531c5eecce4c0e393c0a021
2011-04-18,9679522848142.48,4629636249735.17,14309159097877.65,1,714463e59050ee8574de364490cd14d629a3d54b15d5827ec6fae2ae056e4259
2011-04-19,9680021693766.99,4640446861324.69,14320468555091.68,1,16d7795b349f833ac4d5b3ebe5eaab809229ec4f2656be00ef97a043a2ba352a
2011-04-20,9680052848645.78,4634743988389.98,14314796837035.76,1,b5f6ab76c96c99f479a509bace7e9b2e8d9bf272741cf9c295e006e3d791953e
2011-04-21,9650447904606.47,4640340756644.03,14290788661250.50,1,96ddc9d7787e47e5da8bbf9453baab68155342f88e36434f5cf540740ef88253
2011-04-22,9650617368582.25,4642625401772.57,14293242770354.82,1,aaae4aa17f26c2f399f6a5ce5da82a9a2bda0f6a34cc23ef08eec2b7ddaf55c8
2011-04-25,9650914438107.38,4648015582591.15,14298930020698.53,1,322d9257eceb307564f2d2df6da26f813c7a1bbb1f2f2ac88c12ce5903ef805c
2011-04-26,9651121964676.35,4653288543049.75,14304410507726.10,1,3977525d388da41c386cc5720ec688d12baa71b9b128e9820c96911df76bb090
2011-04-27,9648789481220.81,4646338344588.29,14295127825809.10,1,ea6647f8140e019438caf8cd3c7925f281bf98c4551261384a58b632a724bfec
2011-04-28,9641079277378.41,4641518820162.34,14282598097540.75,1,7ab8bb5ec3a731f2c3ed9057ec9808e80058df0eaf5eafe99dcdc2f45a619b06
2011-04-29,9654950165830.41,4632679886492.71,14287630052323.12,1,254a8466b210b0b295644c1b80d1ffc3fb647bebc3ef6fa219de6bb99c9f79b3
2011-05-02,9698020425418.20,4622629230674.40,14320649656092.60,1,4155d22d48766502e6e9b9f2b6d803e14f07a5fcc491b797d800aa5f0466fd57
2011-05-03,9698303861133.10,4633488579764.66,14331792440897.76,1,235f6d0a72a0b85bb2f03b32c508a387c751217c16401accfe60f6319ab8802b
2011-05-04,9698384234058.33,4635429256577.71,14333813490636.04,1,0a9e92f4a95b78cd4704e66775c67a73e30c1ec635b7cb5ef16457ad3bdee09a
