period,stock_thousand_barrels,source_record_sha256
1990-01-05,324222,5cea5bd5a10d28593d0ee0ecbcd0b5750703926715beff20f3b36808f78eb8ad
1990-01-12,327819,86e308ef232d86e6bd4688b2f72a29e92273384d81f5842370c47cea43fe2c32
1990-01-19,326173,bbf2d3d085c092b972ac7ddace29a8a4cf4f7f91f8750c0cb7caaedf9fae9ff0
1990-01-26,324123,828f229c62a40714e5bfe27c0ead626b6f0e20316c437b8d7fa539b03563c622
1990-02-02,334128,86de4e7e2563c7517f932ca6da2e637c81f9609b6331855a31a55e67513253f7
1990-02-09,329316,84fadfad55296c902147443b112c9f131a6bbecf9fd9c2cab4dc37b35487c9e3
1990-02-16,326869,4f30a37931cfc45aeace362a5590faaa215b444418290f096bddd4b9e06f6ac8
1990-02-23,322293,4e7b2ca2f8fd43fd4cdef2b32834e48248b2d866cb303143eeeb10344a0ad753
1990-03-02,325816,9583882e5e289bbfca1f146fe9f5acfc6b9f25fa06eb5e840144a3239b839c74
1990-03-09,332142,7908d6d773546107b1eebfaf6274fc3c54e118525cec8d3339737d6df22a55d8
1990-03-16,330696,e3d8618af07f7afd0e81e0941bf63db0a9e71bbbc3f4a50973bb8e84694eb926
1990-03-23,339931,63c2db84d8f7b87c6199422ba50da6afef1f134858e8ca818888a2e1f56289ee
1990-03-30,342865,cf33d2e194ec962eb3f114b56fb81db6c66cf5b9f6145693226791f7d9635a9d
1990-04-06,349942,bae69defd3d10c8be9ce16baaba53b774af6129e6d94db95bf8750bee4aebf49
1990-04-13,350859,9b183f6c450d2ee2b0e7a44f1f269258e687cc143693c3d7051bcc543e97d3df
1990-04-20,349299,3db849c449fbb4f52585e4f3061a11e05cd240d6743b7558a853a42ae9934827
1990-04-27,353507,b6ed6eabb63ebaa96e6cd71f3e85998c608b6280f03a61eb99d41b7ec9ca66c9
1990-05-04,353485,50170b56a776a7993af4fa333ba922b4ff8e2134729b160e433bb4dd2d1a5a20
1990-05-11,358198,1bc0e6e2323a33cc68cc815b3ff8dabc23d3eb09bda2c8dfc415c15e0e4b1626
1990-05-18,361994,e6f842d8992d8aaf4bc49645152f0470571aaa07de4b5c86d428f60a6cc7bfa0
1990-05-25,362719,3669a7ad2207315801cd957997e983e58d9a6024b1ec75dbdb875478d21512a1
1990-06-01,365618,18c8b7144ddf714b91979c4fd1ba6c328218319cb996b68ddb86e7a1c522337d
1990-06-08,367486,081370961f452a31dc116bc1ccb1096339aabd51cc7f287ed44add93182dbfab
1990-06-15,367001,08f3595953203e5b4dbb508523e6dac8f8a9158f1c1f3a6d605cadf54a47c0c3
1990-06-22,367704,399056f7ddef7fc7ab52557fbf4948d0ecf9af51c95ceff18b4ff1b3d2265a16
1990-06-29,368708,72c3aba32fd87bfa7b61c935d67e028477219c644548ea2faaeec10d2ba033ca
1990-07-06,365658,cd5acb16362ad53a732b7e72e6a1333ae12feb081b10e19742b045f964689bec
1990-07-13,370201,2e53af021be9be9d7ef63d2a79b4d9633c226b567b4acf19c94344990854e38f
1990-07-20,368024,76d4c1feeeff831f197e7829f8c0dae0dc7f67489549775b2755b76f889e1f04
1990-07-27,372593,682d9590d007a58ee5714f68b89fcbeb1283c1fe572cd28de0c5cc8488fb87fc
1990-08-03,364848,43bc0756588fddaf71315e4f5468592161826380de0442cb205f0975d9977b9a
1990-08-10,360003,b69463cb2c3092e674430fec92f0f825f4a1e3331a1eecacd9c5f3400a9ff5a7
1990-08-17,360333,62402afdc557dc15016115f047628d7321ec6aca5262d06de51dc25ecfce2d74
1990-08-24,361957,0263727614d5ee1a033b1bf4321f07a7bd4a98e0922c9726559567fcbc32f99e
1990-08-31,356710,cc4758a1e16cf5f259637dbab55e4f1bb56d8a4a3bc9f2bc3c026fcae5f72215
1990-09-07,359583,67384527d2f2726ad23925db86eb4ea8a8e190c003e2a80988129c5c4e546447
1990-09-14,353936,b341fce7c8372cc5a8a12803a96378cc0fab613a65097a8553ef68fe91ba7a03
1990-09-21,348211,37da6e73936653bd24cca35de88c2e34cef560283cd1a70fc92387b17d3c0cd2
1990-09-28,338384,f41a103c508b8032b29f951745b502c9d5d1aacfe1b80c79202c399491cfe82d
1990-10-05,336271,e21da3495560c0f45860f1c51132775304400d9f237d3547cb11d9e230588244
1990-10-12,328752,b4c1c95eaee34279af7b40c04fb8ab763bdea15b4297b48524ad61b82d4e7f99
1990-10-19,325992,1d5e5681eccab394fb0e8c9c4d231ed3e2783c7820c853d8e5609f86f816d3f1
1990-10-26,327234,3b927cd913f53ea8a5e05580e71cf7b5430e0c97a2ea309a806743383de975bb
1990-11-02,331392,0a891495223ae484d1ef79f31f2e60967a9d910055b2eb0f7476503089da7deb
1990-11-09,333036,86dc78dfa183b36804a1fb28d9a0852b95a86bc75e633291e3a9e9104038339d
1990-11-16,327293,142a146be676f51b4a445cd0c49deae509189e4d4ba881baaf81ba48042f5d32
1990-11-23,324268,399373e847dd30b07b411a17ad323a75618095a3239ab10a0f3810271722eedf
1990-11-30,326855,fdf268e2d92ee6d459e6988d0b7e427c5a93427caf9570909d11f30169ec7492
1990-12-07,321412,6c99560b387a5dff99648c3375a99f99fcad08b5b93aee92292ce4ce0f5e0aa9
1990-12-14,320154,5d78c33ed29f3f900e40dd84d7f30561ee42aa6257979955f4a6765ddacdecd0
1990-12-21,321992,d4e0534ed28f2307f2b93b9fb8f3a4133dc4d5b47ff2aa28545e4a256e413da3
1990-12-28,315920,d8516a4804e57bcd8a7c1cf685d04f42b346965eddb0ae45ae8d403aef75dadb
