period,debt_held_by_public,intragovernmental_holdings,total_public_debt_outstanding,source_line_number,source_record_sha256
1998-01-05,null,null,5481924290553.50,1,e62df35b88cc8fa33d395efec957b311e0001b133d8da510652d8ae3aa7916e7
1998-01-06,null,null,5486352648906.21,1,d747c7468a679d5e60a7de59e9c1bd9f6a9e0c5fae7e59ea4fea3fe315dc7d8c
1998-01-07,null,null,5484646071706.36,1,9778e4fe4b67c8467e11f9e30bb35ab76403b9cd6d201323f5ef1631c327c0bd
1998-01-08,null,null,5479700204736.38,1,8319e5debb1e6ef164d7da6ac4bc602714ad9ad4e1e4e8040231a311acd4f9b6
1998-01-09,null,null,5480038744944.38,1,a3fe07787308352b5dcd5c6745d743a7af7c03f8cbdcc569ffec1afa79249c4e
1998-01-12,null,null,5481621078832.40,1,8e89734efc1acb2fdce406e3f83d98970bd580303146a7f5751e66351fc01cb3
1998-01-13,null,null,5486749552798.75,1,0642242232e55d30571c7ff1abbbc01ff6be6a74b3ee746e71429640d6d0104b
1998-01-14,null,null,5488705496927.68,1,19491ba8c12e4a7b06ccb3fbf7fbe405501a4673162dee0e3b5004bec00ca3af
1998-01-15,null,null,5491815670026.21,1,47a70a30f409833cb70b8eedc51453945e08cbc910f49e12a2f6bd47cf5fbafd
1998-01-16,null,null,5492896688858.39,1,7a401debfcf44cb88b5f6b8a562847238cacf011a1fb297d5aca24e153fcd93d
1998-01-20,null,null,5495525658807.45,1,a99e93b4cef66c54aadc91a116ca251536a8b2a75ef29444e5b6f83931a50c9e
1998-01-21,null,null,5501520207927.51,1,6c69a0a2cb17bdba7fc7abaf3cfd9378b54fa4accc9bf7c1a11c43252d867f99
1998-01-22,null,null,5481558068711.56,1,fb447ad9e3a10bb1d5f2b9918d20b273d268075ad0520618a2f14ad0ba443883
1998-01-23,null,null,5485392047349.04,1,573413fd9a6aeefb1b0d668364bef93d31a51afbeb13d277d8143a2133a47c73
1998-01-26,null,null,5487280357810.54,1,030a4f4699624cf94f78f25b43b521cdf7abb51b15c845a3c23ee416b2d43e9b
1998-01-27,null,null,5490127380051.53,1,8480899da3c94b8e2e406657c92db35a6dc5310114d440997bec2f15c2e4c051
1998-01-28,null,null,5492555021481.16,1,b2dc6d54460ebff007f71dcdc91095ab12685168d4636a7b6a82f4776ba959b3
