period,ref_area,cli_index,obs_status,source_record_sha256
1958-01,CAN,97.34507,A,a0610fe847916e2a1041bdd670a9c1ab3ca614db4ea692d8b797e56ce2d12976
1958-01,GBR,97.35885,A,75d85d493ded128bb87f67de4284287465cc5c59fe026f5a3da02a3f4aa7c2bb
1958-01,NAFTA,97.65204,A,e3abbcf21fce2eb7c1fb969ef57e3ead215f60a80695588025f509bb0a46c3a2
1958-01,USA,96.62601,A,6bc3f47486c80776db06ef9486b99f6fff164c1786e4204474f0ad9597d2483c
1958-02,CAN,97.67084,A,5d0638bbddca6cd96d74baaa1fd6bd4ae1a408914c7a6ccaac927edfd1fa9699
1958-02,GBR,97.4747,A,2483d27717bf3daaeebac36bfd0f059ba9844a2d3ee4c64acccaaad3891b7888
1958-02,NAFTA,97.69706,A,9a7ca76b7ff4caa1cd99dcef85e871e0d0df69eda4606c3255d9dc1b232be30b
1958-02,USA,96.64271,A,d8724b3d2635422d7647fb988b3751c9936a29c09a07a46ed96431ecf3aff238
1958-03,CAN,98.13702,A,46f447eca8530be7d1331f3e80034c0e726c5e23939bcb2cb760d6e7ec370c1c
1958-03,GBR,97.62559,A,d59452ca29c4c7017ce089f7807dab3d95fe856bb7fa29741f0a01708353c6e9
1958-03,NAFTA,97.932,A,d75272b409f9e7038d824f88b7b294099085e21fcbfa4b0454a6994bc579336e
1958-03,USA,96.85217,A,a6e4fba137d42c91fc50dc03b80610415b429922d01f655f06beaed66bebf093
1958-04,CAN,98.71329,A,ba98bb85215ae2a2966bd722ea0da8baf14f5354dc15df1d7a0b28275a6a638b
1958-04,GBR,97.78537,A,3f8596ac98efbf1744b84d849741392299f83fae9d7b7199f77edb80b5e9736c
1958-04,NAFTA,98.33128,A,93409445406ba7e5a69acd4d7eb3ef69e5705095affb96159739fec7d7340a8e
1958-04,USA,97.22959,A,4cc796503687212edfb8ff42ae6c20934786fed1dde6d98b4120b441e989575e
1958-05,CAN,99.36045,A,4ef20d3c21e1703fda6ad4cc9d779e6bd2e9cfee8c478dd684081ff062514014
1958-05,GBR,97.96851,A,0bc3a7be50f8383f70c46aaa74764fbd7d761316ff88e7a06fe0775ae93c4450
1958-05,NAFTA,98.87693,A,4c4d5666ec559ab7e4f874871427198002ac67f650860ccea756469288126466
1958-05,USA,97.75927,A,91499a29ab978dbf3e483884aed5e8935f9fc0c28fb9d1e080a5865a5530fc1d
1958-06,CAN,100.0205,A,4250a623272bf2975e4631ad6ae4e2797f02a9a7891e03b00f4c11db0faa5814
1958-06,GBR,98.20914,A,86968317bc9e24a6709bb815005fc6ce1b20cab771ca56a9a1121da71dc55008
1958-06,NAFTA,99.51794,A,7e4c412475e0d715b13ce9fc0ea8b60f4d13974155534ac1bb159ff98e3e3d5b
