period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
2020-01,257.971,available,,,false,d7653005fa3df2a8f0bee072606408ec125e3909071ff9bb98329b14b6d8288d
2020-02,258.678,available,,,false,d92036bc2911099b688ce2362be1582672461e7557030bc7e48b52d1d7572abd
2020-03,258.115,available,,,false,ce1fafcb23bdb1cb20a8e40b8a31ebae57ded8e7c1ea3ae950e57308d1d13be3
2020-04,256.389,available,,,false,39f4393024e07f544bd9612961c3a9af7c2c98ff8531ab588d19a3463ee96bec
2020-05,256.394,available,,,false,1dd4fe29a193fed192dc5cefdc9c54a797dcb70404239ecc78f827ba01c6e187
2020-06,257.797,available,,,false,3c091b30a34a176d6865c5207adf94604e6bfe1814b3d15b4fbf0e74a711d29d
2020-07,259.101,available,,,false,3d37c1c2d1cf7e8d5eae78d124a9cf065a65a36cc17407de7c1feb7f2104da37
2020-08,259.918,available,,,false,db611fdf1688fa9758af5dcf751df23e8b189d10190940722b0f483223f9ca04
2020-09,260.280,available,,,false,291f57b9865cbd2d585c59e0c5885737b5df7c81d6c25aefd9f730dce0cc079e
2020-10,260.388,available,,,false,568c2b892a3502788011cc841517c7c9ad11c6ec438d6b356523f7586f129842
2020-11,260.229,available,,,false,47029dd4782262ab50957c5065ef460128a1c2531e2a7f308c66fa55cf08ffff
2020-12,260.474,available,,,false,9e38dfb9ac4fff4b8e8c1b73c1cdbe4cb1ae419d84832d68091ba4d6caecb58d
