period,debt_held_by_public,intragovernmental_holdings,total_public_debt_outstanding,source_line_number,source_record_sha256
2000-01-03,null,null,5751743092605.50,1,61f758eadabdfbc0b296c9e29cfc886e1de2d0b05cd08694e206d8f66e18a735
2000-01-04,null,null,5758316426486.15,1,c537d5931840300745887dd3d51a323e2ff47d7e1f9772495d044ff91091dbf7
2000-01-05,null,null,5758914216192.02,1,887856abab7f209b10f4454e752c1742e3d5dc7a0537a772d1be1e02c6a82726
2000-01-06,null,null,5758771904732.40,1,3db306716751350fc19a408abec784d185280571ecefb93e675e100aa52a1a6d
2000-01-07,null,null,5754332677298.67,1,186bdb8252d91e32c56c8b666d5a388ea1df5664ec7fc40e90a0855a51e27376
2000-01-10,null,null,5755362337349.58,1,8fc51d35f8134dc1dafc72ea5cca816a501b45ba96af7d3eadc3509554f49ad7
2000-01-11,null,null,5759580265748.75,1,af82decbd2602c415ceb99552c61383f6da0e47fc38a0136922ae208b8aa28c2
2000-01-12,null,null,5759460143654.90,1,9661b64b061941d9a35b6788a7a98d4871a62f43685f5a83256d5a56d4cee300
2000-01-13,null,null,5719457826074.43,1,18dee79b0ef6d375c4ba20664e457540400eb90c873afd171e89662834e56df8
2000-01-14,null,null,5719849572269.03,1,dcaf853b0b03f926a699e4ce056d87c5f9a4b07653293201bfe7e1cf5884e063
2000-01-18,null,null,5720294602320.21,1,1a2b7adf6078a8b42716d5ce83eb755dbfc18a23de64d08fdfb8be2225b15c8b
2000-01-19,null,null,5727150582479.46,1,825de02b4f769bb878cf49d18fc1f2944a0e34e3355972191c1ac7de86beb913
2000-01-20,null,null,5706174969873.86,1,a7d890063ea8268c39b0f22ca133832071a859042ba42f3321df8f06481ee154
2000-01-21,null,null,5711817746476.20,1,02f58d61b67a327fdf4fd67d5d3935c183d3e2b51ad947c8cb4b48b019eceb56
2000-01-24,null,null,5717202915584.34,1,9ec184afff2c20afc6e91586ceb16f2547297c454fe547a079b470806f804ad0
2000-01-25,null,null,5713302084517.53,1,5c28c9808f08b0916811869df28706c9e78cb173212565d80db3f67bbc26709b
2000-01-26,null,null,5711730807880.49,1,16c2f924fc7c6b9f7e96a63473d0f4768da1e2c0d8b183316014eece21a26c2e
2000-01-27,null,null,5721021925594.31,1,f0bbfff5ebc100789ad5be198f42cabc732095477f81a99f5902a7f39d1ee631
2000-01-28,null,null,5719617669335.03,1,beda7beb021dae27d58de860e3ff9c0d96f1e9f59bfc42ef0fef3e29dda641e5
2000-01-31,null,null,5711285168951.46,1,3e3e4097612885cf4fa489b09254ab527e6b2786663c790c54762b38f4475bea
2000-02-01,null,null,5702651446667.03,1,4f64ecc39615e70dd4fa62d5d5a040aba1e5feeb42d85bea55809f3893e2647a
2000-02-02,null,null,5702134559981.88,1,2231f0f09b3f419a2663ca3cbc42abf65c32369f582db1af650614ef2651c3e2
2000-02-03,null,null,5690372687653.89,1,d4f1ebabfc3a72de3eb07d3cfe685746e0e5a6cc9001393fbf1a7e7b7246b146
2000-02-04,null,null,5691096297325.05,1,de367caf3b75d044871c4dd664ccb9fa34e0b6ee3ea1a77323483f9920e9e864
2000-02-07,null,null,5693618340748.18,1,9f16c0a6ab8b47974c075ada6dda16aa3755c116f4cfd18cd6e48bb5c370876f
2000-02-08,null,null,5694611209189.87,1,cfb64f1382db1a0d8bfe0a8f7bb6dabf5d47973dfa84a6249265ad24ee5bcdbd
2000-02-09,null,null,5690617208881.34,1,e14376c8192a7851de6847bc3744380d33ff1417aaec8f0723bb940014d8c63d
