period,base_rate_percent,source_record_sha256
2017-01,1.25,ecd136f81e95bd55854b1e641196023a76b73adc9c6448658600efadd3c2d9b5
2017-02,1.25,530a6200eed28adbb2eaa7e13ca01d6eeb30e39cb0c55ae916b393ee0a487492
2017-03,1.25,39ba0935e0c7601d6b4f133da3d5d773dc8050e990c97f8651e57297752db1af
2017-04,1.25,06b2921a90ecebfdc56b549b721f3507adc109edcc25db7ccaeaab4c2c899dd9
2017-05,1.25,b2a577a6b052bd3adea4adb01f9d039f5d0bd92b6dca1069e781ea691c7e654e
2017-06,1.25,9d638c713465b17b52d4e887a3207bbb011fa98e797041fd99849d88e7fe1eb5
2017-07,1.25,99adf086ee17ad3714a12fed6532df6856216ffcba145f47efc605c6b4e57557
2017-08,1.25,533c7111437c95a5e7ffe7c88df1933369e4d8895fa7e7e53c38d5a6bb75a94d
2017-09,1.25,d526bccf0f5601cc4c9cc3eb8d723e0345956f8f869b0160d0d7d6124a7a7180
2017-10,1.25,12ef5ff3296fcd7b73d3bea4d115902c0c68ed82c3e5cd513a9f978092f90912
2017-11,1.5,3974b802cffcc385ac179ec2cd1e8a5d46d34cedc705df42b5d02ff643b86406
2017-12,1.5,52fe646e391a059e0a87701c581c88f2ce4d90fd4fa4a17da2c4995fd04249d5
