period,deposit_facility_rate_percent,obs_status,obs_conf,obs_pre_break,source_record_sha256
2017-01-01,-0.4,A,F,,e1cf46dbf89e410b53a431f081cbf9ca10aa9853b3251bf4b045ebf3e35c780c
2017-01-02,-0.4,A,F,,6b25075c19c661a28b27e8e19645c5d913e4637dcc43835073334ad6c5f80536
2017-01-03,-0.4,A,F,,00d8732c1a02781c44b753ac3c89e20b765b6469a05e21c6d898d59fc72e616f
2017-01-04,-0.4,A,F,,91ae5a7ad992b86f355f9c9e19cb6a987612ce27b89595faaec3583a1107d09b
2017-01-05,-0.4,A,F,,28d44a662e73d7f4c02ddc815688871ac06da757646734a08eb3fe2f29bf6c3b
2017-01-06,-0.4,A,F,,fd08b118905a6464a6c82b7a9d4a3034d18b7b619fe3b062644f4ceb9b3135da
2017-01-07,-0.4,A,F,,3ecdfdb88cb9d6b4e022eb6f40dd0e33e9fbf9e59eb2c0f5d2e4e5dd54c76d65
2017-01-08,-0.4,A,F,,a217d7cf671bf4898a3f82bf1991df4f33429bd42e0097d9e2cb363ae2ad808a
2017-01-09,-0.4,A,F,,e159af68cb14f03a08d098d3368d6b2250b420c35edeb1a047c9bfe74f02cbab
2017-01-10,-0.4,A,F,,62f1ac6f812129d5039a11f4a1ebdad97091063c6cbc42c36d334373a847d6fc
2017-01-11,-0.4,A,F,,5dd1ab04a2f597353712702e5ba9482ca28660a026b014e5d4da8a87a0aab699
2017-01-12,-0.4,A,F,,d85703ae6ccac3c151fc2e58695ed9c963172c0d6311205f44eeece875b24a7a
2017-01-13,-0.4,A,F,,5370c8a7034139a117f219040d5eed49830f2671c643a66e4ff0f4a0c60a41be
2017-01-14,-0.4,A,F,,b4b1070d28b1ca90551bef1a86af468f652da621defe6a986b78ddc391750639
2017-01-15,-0.4,A,F,,94e967efe935c4eefaec46708a4fa7e5c2d7bdb251bf308f885c472518e0d70c
2017-01-16,-0.4,A,F,,093bd3d02741df862d1ed30247c44a2b45dcb82a5a499893f691663f79a80bcf
2017-01-17,-0.4,A,F,,41f82046ae016cfd9ada481e7847f194f4e3c73e2a724c9cb69ecfcb717045ca
2017-01-18,-0.4,A,F,,5b5c395ed6cfd784e03d7463585df2a6a8a0763c01e822ff95f732efda197c57
2017-01-19,-0.4,A,F,,e0d3a89464c3fe298546cf046e0f003268e36c39588773d7236046e82a0a4a3e
2017-01-20,-0.4,A,F,,3ddd4b0966cf3a92b00c5566a1ec3eea3bc457c511a517d63c28437465242a1b
2017-01-21,-0.4,A,F,,51604f1688a4c627fe6b476afc1420e275727d9bc080a4c1c97b7487d20a1a3b
2017-01-22,-0.4,A,F,,b8197b29c056c838c72364a0aa4c878f5295eed854739f0b190fc322b53626e4
2017-01-23,-0.4,A,F,,7bbdb721e8e756cfbbbf8245f5a0395e8245dd2710e06c0ef696387d4d0bf8fb
2017-01-24,-0.4,A,F,,0ed1edf890c4c952333a13708fd2cb9dd293a35f0d19232edcc3b4b4b2e75ce6
2017-01-25,-0.4,A,F,,17e4e3ef27231c1fb8df50201df825293bd5c2f8d10613b3e0d13b9f72b6d020
2017-01-26,-0.4,A,F,,4fd01c31e8c2fcfdb090b72afd0d966d058ea877093c4d77dc677430349c52ab
2017-01-27,-0.4,A,F,,b34dd4de31d3171fa9c0b3e405e379ea10806d74ac1184939167fe9028614fa6
2017-01-28,-0.4,A,F,,8c44d80041cff4389224ffbdc9b150e849324b42c370da37021190242eccbeda
2017-01-29,-0.4,A,F,,80af075552f8e450519ef75a36960f3a2fdb3f8d9ba6131c38a608fc53daa1d7
2017-01-30,-0.4,A,F,,2fc46a77df18b630cc65006757cda684ec420addd1a3c5146bd4d1f29f62cccb
2017-01-31,-0.4,A,F,,5274920e162635ac1e11eac7e2f40757cd9622702bd0ee301f1d76053c018972
2017-02-01,-0.4,A,F,,873bf696139e5e684825e9e840cbd3af4bd866a27c4cb5cabab32c95b561ddb3
2017-02-02,-0.4,A,F,,c9e17855465327de379a0cbb80bbb2e853bcf67555c4b6e11d96cc225062a7df
2017-02-03,-0.4,A,F,,d8d49aff5b935fb4ff96d076b2745f539961a061f9293e74a4aa23770c189a8b
2017-02-04,-0.4,A,F,,bd97fecabb78845cf63e1211a2605cf337d76d8ec692e139ec3bbc9184547f45
2017-02-05,-0.4,A,F,,c9988646e95ea47735032b9c08305444a223917d3ceb5d394e426bad4253766f
2017-02-06,-0.4,A,F,,5e9237aecfd64ffc79b302bcce0c300f048a178993e87e01247f650010bc2f8c
2017-02-07,-0.4,A,F,,72fc6668bfb8308ad6cc5092d0ee68db0d1486599fdea1a157d064cc1f56c067
2017-02-08,-0.4,A,F,,5753e5a5e922d037739490cb6532b2ed2fd7091571090dd4353c2c938fc99210
2017-02-09,-0.4,A,F,,f3abc82a3a9804455b8ef4caeb15b80fea2fcac2eabf0f66209216f67667eb52
2017-02-10,-0.4,A,F,,4d8e4027505920fba3cf1f729cfc6d430bc22c79608a9364f2ea3004f163fed3
2017-02-11,-0.4,A,F,,b7c943921aed6bbed641dc034eb8989818d7c259a36ac93d4854436640f0b83d
2017-02-12,-0.4,A,F,,adf389995284664445ef45965f067c5bf7de9ded19890d73e8bf5f4e48755d96
2017-02-13,-0.4,A,F,,77af1dac86949d0ddc0b2cff5b1b376457a33cdd37e6f63ef20d93c713428041
2017-02-14,-0.4,A,F,,24633b0db4e1ebb70c9cfe73414dc3fd1535387ec0da308fe2de538e3a29e245
2017-02-15,-0.4,A,F,,0ee09551f492582f2ba9d0233bcad9fc68a74cf4a5fe2dac0b116c5f2f12b7f9
2017-02-16,-0.4,A,F,,36c0a627cf1af40e7c8764950d4c79d70ffbd6f48d0b2143313603c27847abde
2017-02-17,-0.4,A,F,,c6694b62802a7c48cefa7eebcc97aaed65ad1cf51dbb0daf40d2c9b2ebc18b64
2017-02-18,-0.4,A,F,,9f86faaa43a1be7c2b8b659d026a24a1bccfa17ec7d2d7160d168811c399af09
2017-02-19,-0.4,A,F,,11622759693614625f9ff3e2d7282a861b690c56a2a2f20700fae0028c43a296
2017-02-20,-0.4,A,F,,bdf4a542e9633b8717f42a4af3a9a69c5041aec67d90f356e440cb513e61cced
