period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
2007-01,202.416,available,,,false,45233d647d07bfc1d2eef0713d8949638940e3b9932969d5d6c8bd10e9fbd3d0
2007-02,203.499,available,,,false,a5bc9d957c71669800d5e6dd01a19b7a2003459fa112fe9fd8bbd533fcd7077b
2007-03,205.352,available,,,false,019dd4183258e2966de8345e7dd761bf24bec067899881313b2e6e5de81b82df
2007-04,206.686,available,,,false,f0e147b658ea46cdd7ad66e2b6a6b3cd630ba01299ec35f99b601639204e3d7a
2007-05,207.949,available,,,false,08d23ab9d9fa2e63468410534f1fc12ded178c437b5bb5603efe62fc79372aba
2007-06,208.352,available,,,false,d7412d5e3612afeb9beb685f34be96f61925efdf69666a618a9532fe93fd08c8
2007-07,208.299,available,,,false,83e9f2114a4edaceb26d4176b7396231ceef86da43961d25d3d2f51cd27db8bb
2007-08,207.917,available,,,false,f0b266230bbd8fd37893da764ea3f5384c77ad4b812925e22226d4078e12f32f
2007-09,208.490,available,,,false,7b20bf7a4fd48c0f6531ed13e3c5d0936fcd5c4fbf99653281e0ed1afceae479
2007-10,208.936,available,,,false,817a09333aa68787869d75bef4b5d16cc3bfb64a56244acfe92e7ac47b353d8c
2007-11,210.177,available,,,false,6877e985e51df914f0b0f8c45e3df1ab45c59120370b0a60e429a2096117ae7c
2007-12,210.036,available,,,false,031392de474d1c8a2a2f2caf252d6a39bdf24dbeb79a026738e72a93b2acd5f5
