period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1916-01,10.4,available,,,false,446bb1670369ccf5cd217cd97bb1576a8330192fbc7e6b675e88eb29820f83b1
1916-02,10.4,available,,,false,8b10e196c5004df196ac498b07370dcccbc966f09385b9596c0fe0b18d5851cf
1916-03,10.5,available,,,false,4fb65161cda3276f85ea5fc7a1a3b8029b311c726851283e82ba912d6baebb7b
1916-04,10.6,available,,,false,3edd488ed9d1392b6b92a79073819809ae5cbf512a0025e6c8ac213b88915986
1916-05,10.7,available,,,false,8e1b0f3fffbc314fabc7bd2567261b5f1ff5f643bbd0a634be12f438cce11fc4
1916-06,10.8,available,,,false,128c7feb920991b1d6b2c97c0960113d5a60c2e5bc8456cebcb7571f64a47b80
1916-07,10.8,available,,,false,2c2a5c3a305a74286e04a2da10cf7ec301094bcfaf7904477997a46c13161e89
1916-08,10.9,available,,,false,26b358140e66e6a9d58486d29b18dd4d6ad7d647edd64ff844b6389d20b35689
1916-09,11.1,available,,,false,5b384a3b67bbad86eb3b38a23161b8effa125fccffacc7a3b26b285ab1b80c4c
1916-10,11.3,available,,,false,7391e785b0153a6ec4b9abd47aec175fb89c4db3a6b8d11cac8675a3e2372ed5
1916-11,11.5,available,,,false,5f15c2f587c991a14f5b5a1d5bc39ce8349a256b1d27004d8d10f30c0a408466
1916-12,11.6,available,,,false,2293e419ba4cd325f95450ca8b76c1853e03d115445c9fdd5e873335915f5608
