period,stock_thousand_barrels,source_record_sha256
2017-01-06,483109,2179d8fba303d71fb3fb6f89e5118543a1f2734adbf6d425165eb1876672b3c0
2017-01-13,485456,c9b8a6961ffdd91f618ad33ecbe5f1f4cd1c70883d89bf0c164c593aa31b826b
2017-01-20,488296,b11bc063ffcde6c6466680eb86ec8750b9fbd2b9cd511d9c5d62754a32837bf5
2017-01-27,494762,b9ae648617b81785c160ddfd9ea46883292eba487fa54dc852bb04e2c58e0bdf
2017-02-03,508592,d666536f19516ce36005dffdea8538521c89088f44eb9afeeed17dd48e724fe4
2017-02-10,518119,03b2d3b24a8008b9a1e539752da4eccf7bfdffff20384050edf048d300a615c5
2017-02-17,518683,50badfc6a56c24ba681122e64f806291938ad61f882eab4da04860d6284eb536
2017-02-24,520184,f29913825f4d2d644b45c967443779276b919b724a8c14f4d8adcd81f0087381
2017-03-03,528393,e86e493cc7e7129eceee108b741fa9d414c5e7178af09ac64ef765f9e6dab0c0
2017-03-10,528156,16b6f3f68b1dc57f77741f0f0a7b55a4e4c0ad49649cf3c2f273cc3f4d41fe0f
2017-03-17,533110,ef2ec8dff121d9e2494b355544301421da4c7993eead93eac8ef13cae2dfd6ce
2017-03-24,533977,d8171b1555271515e2e044517fb30aa7ceba0e666ce4765d838edfb9c5d31d27
2017-03-31,535543,f62014ce98daa03c5deb4291246a822f764f34ab98e654411fb1a3b73b2c6dad
2017-04-07,533377,d663ca206c64093942c382fccdedb08bbd8ce23ddffb483c5b5381a30ff240d6
2017-04-14,532343,5ec652e29b2847139b34db080c962fb314bf86330ab313b532cda63539a91269
2017-04-21,528702,49dd8df9df1a8384045ec5b1aaad381a9fe99c1e2aec58246a23ba300d26e5e2
2017-04-28,527772,6ccb63fbcad09714d3b6986a760604bb5ffd6a8a305d93f419c0c531f04458ca
2017-05-05,522525,029d8aa9c6d1042d552562dcd5089d0ad664fa100cbfe355556b32eb132225bb
2017-05-12,520772,7f67f6f82b68b9b13cc38078fe31c54a0f0822c19ca5ccbba7a8124126dff8be
2017-05-19,516340,ebccb042fee18aa730e0727d31046201d313f05ad588ae9d81cfc9a790c42b72
2017-05-26,509912,bf21d807c20b9e8d297efef7d6da8ed6add9c6c72165808da0068ebe350425a2
2017-06-02,513207,38d6782c8a8d408c6d5aa5b525f532ddd4de0f899cc6a5c582cae286df916414
2017-06-09,511546,aa947a7ee778db1e55eb75cd86b74138b1a06271a8f361c52585426aba22a53b
2017-06-16,509095,b0684883976be8d7e4d30e4bf32e7698b58b297013552c3772c752bdf92c412f
2017-06-23,509213,e91cbd25babdf3de754a08db8cac39bf91cfc682985d872eda281a92e275fa8d
2017-06-30,502914,9e83c82aa1634213052cc4d75c6df55fcc4171bed68d6de0e90ba8e920141fd4
2017-07-07,495350,456f471e51434d521c1c9adc5c83e0cffef69d46ef5107f4da76430c7ff9ba97
2017-07-14,490623,192609517639718b8af4701e5084acda70d4a4d2a874007d613311c5bf5f54fd
2017-07-21,483415,da6947e21ce0c376eb3c1422ec88135f6cb9f048a7614b36d72e1ea7d3792bc6
2017-07-28,481888,f585e363526eeb740f1e379928ca5949ecb9f1839a4c5abe5c51b74caf709cf8
2017-08-04,475437,b3154187d597003312d4eb9cd82b314269c0b5ff71456dc02cd635b0d7ff6311
2017-08-11,466492,d3ce836d101f1afd9cb17962f899eeaac636aea8dd2dc468925626c51b5e1b5e
2017-08-18,463165,f8242f86f364b0ebf5ce1793e427904e5b2d0db7706a8fb4e635e5df23d9fbb6
2017-08-25,457773,3dfec45f6693048806b12f9a025f9ee0eb5f7c99200754d19939b4aaa3e15ea4
2017-09-01,462353,1838202aa36c5525ceb11c6aa4b8806787d9bbd3501f8b0a014f49597b3ad8a7
2017-09-08,468241,258028eec726592bef80011e1817428d0becfde32955c50809f6521e37d0f916
2017-09-15,472832,6013a49ac087a72f06624d4c7589720fdae9746d202b807ceb1b8fa849c70730
2017-09-22,470986,f21fffbe3f1e98f7ebd51271a9d843ae6b6c485056879f27eac7520fab8ca667
2017-09-29,464963,ce87910d94c0585eb8e8ec21d4b8111588a5daf2144b8e0fa89b13b3935e117b
2017-10-06,462216,d521a86295e0ad0aad3f44932be204e64440c66e1d647f5bade7919b164db74c
2017-10-13,456485,921f074dffd97e114d20390f2be77428d725e98a5690320a82aaafbc34e02b72
2017-10-20,457341,6430a61e9e523402ea73639db5b94f20cdcff647a36c80c901cfbdd41adb3469
2017-10-27,454906,96e693addc6523b078a5b0412c9e6f9adf64eea028fa0693e3e27224df5b511c
2017-11-03,457143,7d59ba11f36334eae309519afcc09917802e8021108e7e1f1a1c5547b0195ee1
2017-11-10,458997,19e501469e4f5f1d83cf1e17b38ee47a2f14ce66bee604028e04245e25390e2e
2017-11-17,457142,12e3155ff20f1ccd90cd6fb5df3f6b98f368a11a8ab3cff1309298c253899c04
2017-11-24,453713,1dfa930fe9bf201619db6ea1fc4ecbd2b5d25f37f96ac7c32330db6a1b476746
2017-12-01,448103,cf0a1e82e79e3aca8f13db2f52976d6dda06a01ee9798f74f8c0e89b146221e3
2017-12-08,442986,290fb2da95108f9976315cb2516f9734cde239af227af7cc822da6e97d8278bf
2017-12-15,436491,e2262f9503b199e361d0af1fb299aef59f5aafa98f9d3602b545140065dcb30f
2017-12-22,431882,f8d5eaf29a6404015dab199a31c7dbd8d3819ca09f7323e2845360845359451b
2017-12-29,424463,53c4ad452d57d7c6061ef9ff2d4e12ada1a0af0ce43208515e643c4461bd020a
