period,debt_held_by_public,intragovernmental_holdings,total_public_debt_outstanding,source_line_number,source_record_sha256
2020-01-02,17162410209193.34,6009588924637.43,23171999133830.77,1,749428e78ef83b751e6edc91ebc69084e0ed872454bb12437bd5d47149994f41
2020-01-03,17163322135882.56,6007124192808.07,23170446328690.63,1,75c1dab86548cdc3b30aa259d537b46f0a5eca0b31566492cab77dbc9d239ec3
2020-01-06,17164653477030.90,6012491408110.99,23177144885141.89,1,39e8507e17e024bb0d0c30e64ed0deae53c6f42e86a6f6beacea51cd73acbc71
2020-01-07,17156739031334.51,6020202093992.42,23176941125326.93,1,7cd5c1bce3ad841ac209a12e712a65b9127e284d78c3f422776d999014c575ca
2020-01-08,17157849214410.19,6004903652551.12,23162752866961.31,1,e6281e1cc7aec05cb490fd719dcdebf31a98b23ee3c8c43ba0134ab825ec2820
2020-01-09,17156951436901.08,6010945161191.49,23167896598092.57,1,fd1a7917a9b7a948559dd203c86232f53cca48c521355eee8e878acfbc9d4501
2020-01-10,17156730423383.93,6010420553955.15,23167150977339.08,1,0bd546560b0a87997b3a808d15def08c87471ad9de649a773c67185394f1f87d
2020-01-13,17156747242357.46,6013065716482.34,23169812958839.80,1,a60aed4515281341207bcf92a16b1c7530688ac11501d58df2371f7e18b1783c
2020-01-14,17147212900497.28,6021792610713.91,23169005511211.19,1,90fbd798acae88b42eb1312b93fa007395f1f3b4e7e12fe4d11a880682716608
2020-01-15,17178181916235.20,6015912304482.11,23194094220717.31,1,b744a7c790283ba47bfb32d83f28eef16bfe2c4bb52c207953ef291e399fa26d
2020-01-16,17181120501870.30,6023210997559.38,23204331499429.68,1,bd0c289fa2311e2efda36e715f9185b992700e111670b4d4bff1bb6e3aef4b94
2020-01-17,17181334850319.92,6029890098050.99,23211224948370.91,1,0296358123e37c100c963a0b3de7260c61e8eb12540ffdfefc080de32c3910a3
2020-01-21,17177048615525.42,6033365301792.43,23210413917317.85,1,5a926ba936bfb686d16c0af6e7c44574f789ccfee22a5a571d878e26be8da7fc
2020-01-22,17176915487937.35,6028302830336.66,23205218318274.01,1,f9c8b7ef206f37d6a2d06c000291185feb08a774faa75938e3514fa7e9a299bd
2020-01-23,17176161533753.88,6030443690561.84,23206605224315.72,1,6dcd62a6abef86e0cc0560b13f7ab0eb9c75905ceb4ac8b160241a64611b9f97
2020-01-24,17176424212742.16,6033276393018.84,23209700605761.00,1,2eb2d3a586871b2bc6d293ede6fefcff796ada34aef6ad81a1ada18056d35b61
2020-01-27,17176269107221.96,6046084094674.47,23222353201896.43,1,68f2f93d130d785abe732057c3b69378376660ff759971d3b9276a1e22f94b4a
2020-01-28,17188354212009.22,6055571016168.97,23243925228178.19,1,de8a5d82e11f6dd364b275ed1857a37cec73a098986ce827f42bfb19e7003148
