period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1937-01,14.1,available,,,false,9ae8e044cccb7fdd3d44cff60391923a385d1b07cd90674ae335008b06806f4b
1937-02,14.1,available,,,false,ddfa57f168b494bb4878e5d03720815a696cee9f943a9a0fe6af7fbf15533245
1937-03,14.2,available,,,false,fddd3b24399af84c018013cfd4e96d54ae918191079e17770f25de9120d220d8
1937-04,14.3,available,,,false,3036f9212845e442db68f32128385311f2b547ee6d694ee39a94fae7cf072f85
1937-05,14.4,available,,,false,a72b46e34cf566712c511aa78cf27cc0431cf0437b510f4019b695818685ee59
1937-06,14.4,available,,,false,e84fedf6f75dea7341630950186e966506f2cf3678adef8283a5a37ed9c4cbb3
1937-07,14.5,available,,,false,e075bfe13f609ecdd70bd058ce0da52665453a0ea8a30d33514eac4d1764d9ef
1937-08,14.5,available,,,false,99c35c1e2d13c2a6683b1b7e05cb7fec106c03fe99d97d14201c9ba479ff4919
1937-09,14.6,available,,,false,2a7796471989775a0d7061e4f464423d0587d063872ae0d3ddf34037021325a3
1937-10,14.6,available,,,false,4540b49a74b9bd8ac94bc352e9f201f4f9670b1b3b5202bddf7b7eebe30bc15b
1937-11,14.5,available,,,false,4d4a4277cec9f77f022a722e94e4d4b13982962f2295d3773b0d503064766b34
1937-12,14.4,available,,,false,5d02d58bdc3466fcd43c0a6cc79eeafef19c0fac283643c34909212d32f41f0c
