period,ref_area,cli_index,obs_status,source_record_sha256
1997-01,A5M,101.3816,A,4f1b703799aebec53604511707806d24f26dbe5b3714353ea38fd2f888182aa5
1997-01,AUS,99.43359,A,e839a475c360f3f964739868c0a7c7ef4611c88d3503637ff1ecf0aa34ba3017
1997-01,BRA,100.6652,A,90a24c832e0acefe780f6552b1765113872cf9e4ad7513d50fe8fb22328d11bc
1997-01,CAN,100.6369,A,147f26385ff65615ac648d03c8dbc70b48450e98933656c7a13c31093038c350
1997-01,CHN,100.4233,A,8b89be4d49d08de7a9fe8887d707a800cc91da5543c301c9bb134a781c1dd3ad
1997-01,DEU,100.1029,A,b075d2c85922d18b55ecf31a55ff589c89e40d998b446d8333cbb5cb7495d7b4
1997-01,ESP,98.83995,A,7b63870dd6256ff3b5513a354bdeb1259ab1dd00ce0518397640e658caa2c1a2
1997-01,FRA,98.1435,A,c2f0eb2ca13c23d5ac86e1169d80cd92e88a06f179d2bbaf2241b17723d8cf52
1997-01,G20,100.4785,A,61338345b90ba74df0f9723028f0a7bc2b346b48046e7d85d2ecd8a037cd41fb
1997-01,G4E,99.31541,A,72b171624ada422c217dc01ec39ca35777645c66d2e28ccce4045040128c3275
1997-01,G7,100.0578,A,bba914f846a05e5f28b050ba2c0396e76daee7869c22924e53adc1df588f171b
1997-01,GBR,100.4265,A,3c05eb3ed49f10731fdbc5dc0907ec8a658902b73f18a0281805e0f5831d1bad
1997-01,IDN,107.6513,A,6ad381de744053443b24e545a8bbd67cf6b42223895658d92c932a8d90a5a73f
1997-01,IND,100.3908,A,9e33e8c127b681fb77c53ecd1927a49a37fa803cc14955e1ea61c423895b48a9
1997-01,ITA,98.44062,A,76e2af1ea0ffe15464d044885d3f7e85aef0450f4192aae6bb1d848ee5f169be
1997-01,JPN,101.6231,A,cc70d8e316a5554804c1d0af79eb66d3f952e358cfcab8ef4ba1d864b74cab4a
1997-01,KOR,97.80133,A,453d0b0d18f208b8024a0b74a7b80f36a5ea05e35295f56aab71cd99ae627299
1997-01,MEX,102.0283,A,ae2ae673fb05ec68d711ce10e328b5dbe337699c465bbe395e3289f16d9957e1
1997-01,NAFTA,100.2514,A,fcd5560cdee8882a9ad4162da2fbe7d862bd4dbdd23118fb43a684db8a9092ba
1997-01,TUR,102.2864,A,eb39159fd4053fed6978a6d93fca60ac23fc4fac8580ec0f28101f684151a9d9
1997-01,USA,100.0025,A,844e729ba78076a1ddcb3d16788e8d1707bb67ad4abda4bb9d0c93a3d32c32ae
1997-01,ZAF,101.3059,A,8d61ccb165c1d166a859c8c98633115c710eb7851ef8c0ce9e185e4e0fa61c9a
1997-02,A5M,101.2754,A,89c354c4f6fbe5127d6c19efd923e8ca6364b54a1a19cc31e397a1fa1f7cf3ff
1997-02,AUS,99.5183,A,4e6540305b75f25740aff104589c40d4b6f185d9feafcd7547738233314cd3b1
1997-02,BRA,100.763,A,44349cff15eba6645b1dbfbac131d7d8a8d6da427f40358bd75e238baedae084
1997-02,CAN,100.8068,A,8e8cfdc75c584b10f159dd5e48cac73d301c3b27bb5a50a8d2394abad5a8f193
1997-02,CHN,100.1633,A,71e2f633a4cde7c899117e84041ff2ff8126c135764f06f739b91c6cda5869bb
1997-02,DEU,100.2111,A,8f400b410a47e643569fa1fd1165f8708972634e2d9c3b37c4e0efb09814ad81
1997-02,ESP,99.04079,A,ce00cdacc4e13f45a76c82e4f72f0a4680d1d84c2b06f4172a67c6e15ca2e4fe
1997-02,FRA,98.28217,A,7e389902e089b56d3cc9d0f1d964ef83de4470199834c0664d3563298751da2e
1997-02,G20,100.5259,A,91fc04ce4585767cd3cfe950b9f36a569e81f51379332d36520135f1b93cbc72
1997-02,G4E,99.44934,A,bc58d69fcea2ebe9c9c84a9986db9496a22a35c7ff3922f1f87cadf00f081516
1997-02,G7,100.1383,A,4b6e1c538468f38f2f26acb0b7d54cdca18fc36b7e82b670100123d8b982b499
1997-02,GBR,100.5403,A,bdbd2d7e6e1744de45513bfd9f6007a5cbe2ac6686d24f9a7cfb70caad0ba7cf
1997-02,IDN,108.0304,A,3043d350146dd5ee435caae0f47b54810a7c3bb9beb8a72692df626da626dbd4
1997-02,IND,100.2791,A,71541e466f35a6c03bbe226a54c79d1e39962564f933bc5ecd3a0334c2290882
1997-02,ITA,98.62555,A,cdac5202bb0a78b7cf5fc70a3b4fd0d9f44745ceefa61fb2c02327a84b9063ad
1997-02,JPN,101.4574,A,f6f59e05df7ac734a6a62f97ad2b2ec6e4103af19c337026c4dc1d487604cbb1
1997-02,KOR,97.91275,A,ba3912d6f69c9f8f2b688be3ea25a9d0d02e8c630523d93680b9478cc1d52bc5
1997-02,MEX,101.8356,A,43a39a6365217eccddfada8024ae9ddee8e2e028028fba6bc4ba5774531e4c56
1997-02,NAFTA,100.3483,A,17c221ac73eeb4856105785b44c24d0e748b91f0b537ffc9e77742abb4ef00d3
1997-02,TUR,102.7936,A,45bee309f633ff57c78dd5151547e5955365f0788d65b17db1954efd39764cfa
1997-02,USA,100.129,A,9d2b504f88c2630339238fd3d87f080ba737e0e7e40d40a3b0e1ef282e9c4ff9
1997-02,ZAF,101.2042,A,f244a3da6152d8deef3877d3dec4c0fb2066cbcc93d71b2d365535201b7d9f37
1997-03,A5M,101.1369,A,38be9dac3b293c52dd2019e849582672dc8ac0202e0fd8e6a77122ffa39e2bdb
1997-03,AUS,99.60322,A,b36018f42cf9b7f849c0846b6f6321618eb60d98ca9a8e4877ff2b7e93125b2b
1997-03,BRA,100.8232,A,ebe4e37b8dae43d73fbcc811c1b23edf421f1ea49c121c3c45bbcb55067370e6
1997-03,CAN,100.9775,A,fae46f839c8715e3510dfd83d57b59befb71f37dee721d192faf42212520b96a
1997-03,CHN,99.81264,A,3f67f4502988df8c48227db41f66adaa4bdbfdb379fd4b30dd7e2deb76c83ac8
1997-03,DEU,100.3302,A,babb74cd951634dd96a5cec0eda9062dbc86b1a123fc2ce4f84bdf8d015e9d97
1997-03,ESP,99.24172,A,1f0152005c53e29b4bc123469c296c7c388890859dc0699e164a2494e7b9c052
1997-03,FRA,98.45761,A,4e9e57145a7b8faf17da21266d8ff93f45385318de10e3ffd7ecb14b26a82ae6
1997-03,G20,100.565,A,261d82538345f5737dc403be3b75a0f3669379ca66bd4a61d66addc16746437b
1997-03,G4E,99.60708,A,59cb3576e722357875e33af4092f8a5be09c9e020e67247368b0e1ea5cb2c6a7
1997-03,G7,100.2314,A,b24cdb1e9c430ed7929f2429b7a6a9062dfc464cc1eb3da6c7edbe269e47a798
1997-03,GBR,100.6638,A,e73d11680223b84198e84b84731930747b5b770ec8b9b13ca12c1ce80e141eae
1997-03,IDN,108.2853,A,d1e1414500e9312e1c6238776a51060729e7303a68b7fe3854cecf7e7df00403
1997-03,IND,100.1858,A,551d87e5f098f268f1caa65f4f272ae92ee4aa29039986750af870db8f91c0a9
1997-03,ITA,98.85282,A,6381731bcafce476a70bcb20c1c7f72fe8065cb64be97d47f20f575f749fc34d
1997-03,JPN,101.2915,A,e958a34bbcc6c9ca0cb522a4687012a4561f680787d4b81c83a2973ee4cb1a02
1997-03,KOR,98.07699,A,8b136b2894fecfcfc5cc8c34d01af3af7c80d1f24a7c4b3a72589ea5ad74054a
1997-03,MEX,101.6088,A,a3d64497a03673514afe99cb430c59bc8184ef9fe69a972752f0e849ab45ec63
1997-03,NAFTA,100.45,A,9bd670afe93ddbd5baa42933174c4a4b73eb75c00b3e3664ee07668a71201e55
1997-03,TUR,103.1605,A,b280d2e586ae721c5f8c10ba1be72e1108d50d22abbdf61e3efed04612368b6f
1997-03,USA,100.2656,A,e8c5d1d4c1512a214f7241b6c7c14da5a99da3f77a43b87cdc48d481878c1fee
1997-03,ZAF,101.0564,A,b5cf6e93c87941010983a8951796d0f6624fbc34739bde607ef1bc15a25a2f0e
1997-04,A5M,100.9633,A,904788196d4b9e29d6c7e2d36e93e681154ae5bc5883169d12fd6f5245a11bd0
1997-04,AUS,99.71129,A,1ecc1fdefb7f44b107e6bce5b46374ecc80fd16b6f0d29617e5bc35529eed217
1997-04,BRA,100.8377,A,bcd14f05b5995bea8855adce5ebdb803fdc2f8c0947f595f819c12d6f1c91c56
1997-04,CAN,101.1607,A,36dfc910d7badd48bd3235f90c5662ffe8fbabe9192c3271f62cc87aa7c0428c
1997-04,CHN,99.39594,A,352dcdf1eab52fd510ff22270f7ed3fbf96835eb9bdc19fbb59589f48858e7c0
1997-04,DEU,100.4548,A,2c4b9eae66d8641e521f07a57a9318fb089b0cd5f2a356dd6d6ed7616d31340b
1997-04,ESP,99.45014,A,dd1ce6c4883af98f5d9f9ae2f12058b7bd89cce3d4b952972a40291c6a79da16
1997-04,FRA,98.64764,A,0312057c7d4f9f214d7e49157b0b498d0a3b26116f25f973c341a77af8b926e8
1997-04,G20,100.5954,A,d385c4a89d0ac9dc4a7d66c96be9088826cfa2af2e24e7eba64f70d5fd377001
1997-04,G4E,99.78208,A,82bcca78d193719292c05370aebf23b1c341bef4c28be8605ee1c3d7f4ba576b
1997-04,G7,100.3337,A,dd0d0e77569fa81bfee556146e9921db0c80af94fd6b5bf3d3af898c48d83d9e
1997-04,GBR,100.7907,A,3b1aebb2ad9a160a75c7f1164406a9acac355d78ffdc986b959292719f815303
1997-04,IDN,108.3318,A,27374201d4f541dee37af18514e69f34887b168a7574a17139c890cc9d04e8c3
1997-04,IND,100.1029,A,f8706a053e3bf27eb300d0ce464ec5d97a6fd06ca89634ecf1b190bcee71b5f2
1997-04,ITA,99.12965,A,abf75fad9e4b886f623ba1dfaaeaf3708b23c7ebff823398e63c0c3658158eee
1997-04,JPN,101.1275,A,79debdb233285127d8d1edb147252495932e04d1627ed131c75b2d1705429103
