period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1982-01,94.3,available,,,false,b8ff5a9181cd6f136747ffaac6a77a866c3f1e692f7c990f21a2f5c690058939
1982-02,94.6,available,,,false,7b954d8535456017de6b6a0689dcc8daffe3fac9968ea5d4086ccd85092bfb6b
1982-03,94.5,available,,,false,b3dd68468acb09fb758cd26fa1f03bfda0d817a2d7ab39be716d586f9577f335
1982-04,94.9,available,,,false,3ff42e7de1db6cf97d7d908d370cae0017c7e68a4bbf50826c0ec56f9a9cbb3c
1982-05,95.8,available,,,false,a944bcbd2363837ed0c13fdb44fe92ba67bc91ce7652b721b0a6aa9c0c7f2ba2
1982-06,97.0,available,,,false,2ee7d5b1d3018526298f52f40013d48b149726b3e5b01ceecd71e3cfacc0af98
1982-07,97.5,available,,,false,3fa85cb91d43115deb291fb91be35787b0cb069cab7607602abb47e6de52d413
1982-08,97.7,available,,,false,e1e2bacaeaf7d063d2b32441300a18999d91457491736f22a547dcdff2f1ac6f
1982-09,97.9,available,,,false,ed4e73c39394358d5052f51ed73d972115e3f882ed3c0b51c8317e18b062b11b
1982-10,98.2,available,,,false,99c0e305d73762098b7f8076017c50ab417f4e6d92e702fea499a441d38838a2
1982-11,98.0,available,,,false,a6f2b754e45b06ee43006d57ce64f4a497394b3968e7f0e081466d461b2555c4
1982-12,97.6,available,,,false,4c0eb9e313b4566f9fe7214cf40bfd9a04529f8b36c0d752c279d6789d7c641e
