period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1996-01,154.4,available,,,false,3958f7b33469d43826cd2537232bd05352dba413421fcb272c2e5cf0f37fa910
1996-02,154.9,available,,,false,0136764f870fbd1b9bc5d61e3ec35c2ba61c2e5c235415d1c4d28178aa5978fd
1996-03,155.7,available,,,false,d310a01774f3638d2b532c094af1d80c486032edff5f69bf2f1aa93b1076f3a7
1996-04,156.3,available,,,false,70df1381984f810b363f30012d062116bcd924166b51447fa7017654b5c02134
1996-05,156.6,available,,,false,3d8621efdb104ad0f73da4aff03508b692cebcc781c5636abb6c1bd43f6512d6
1996-06,156.7,available,,,false,00eb671d093c935719a46946818161734022510fb769daf444d3f745f3e00745
1996-07,157.0,available,,,false,43ce555afe8a9a97fdb5d3f88e33cd4865ee1c651decde75e048e8ef3d42f38a
1996-08,157.3,available,,,false,c14fcb9001a5c7dc54f6825caa9775770dff6fb911ae57b87a31d2a7e7042acd
1996-09,157.8,available,,,false,ca008528e505e4a1055e8562857394a0aecbb6b749387a1520d8a3cfd18dae58
1996-10,158.3,available,,,false,2519bde16440a3af68ae8ca87903fe36a1d7af43682700c6e8e44ceb6a817ad0
1996-11,158.6,available,,,false,daf40c7b486219ee51f3a5547425a01f69f12469fe9a16c42d0c0446a9e2773c
1996-12,158.6,available,,,false,937664f9a2dd4982e9342b54e064e7582fc9e9dd28ef4f7d3d7fff27f2792e57
