period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1923-01,16.8,available,,,false,528c639ce963a5914af69b0a64050653bcd068b40e33d34808026037bdd18be2
1923-02,16.8,available,,,false,43383ac2e5999ba2d39b3dc50dd1df49461a15b4819b62c6ba104c2e3671bfd8
1923-03,16.8,available,,,false,0a2abf79e12382291b5c1422076aed5f9f0d427dc10241d9e56c6d775ef62a67
1923-04,16.9,available,,,false,0541c4ab5d0d5439e69b6c4a21a47520888fae46e0fe37c73a8458c8bed3874f
1923-05,16.9,available,,,false,05172aad42e0e82ba4852efd0ea9953e270e685e08e2e4e5a5999c9b5f19b1a3
1923-06,17.0,available,,,false,1d6e0e8cb697cb6263c53d73ae7bbb79fca715116bb8f7aa628b824f66076840
1923-07,17.2,available,,,false,c4ec61147d2d4d2db0e9a0c97cd554fa6bc89fb8f6159fe9fc15c38ff2870f21
1923-08,17.1,available,,,false,6f55cbcf695cdd3d88b66d1b1201b35061207dc34963f7b2a829a6076e06a37f
1923-09,17.2,available,,,false,64f44101ba8e99bfd49b08b360ce3d6ac2b29b7942b48ce5145617036d13b632
1923-10,17.3,available,,,false,d2dada3c06eece055b6f55f378e1ab501273517ae99f78ea28a0f1bbbc53ef60
1923-11,17.3,available,,,false,01941d9f839f745e4c6f7a84dc37939579e46d56b8a364b2c061b562e8e395db
1923-12,17.3,available,,,false,588cf9b53af85395c9bca09f5903683cab16cccbf04cbb14c8ba8d2d19f200d0
