period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
2004-01,185.2,available,,,false,aabbab80fc6ad428b3631117d539a3af4d05d7d62cee5f4aa8b6a9a0384c279b
2004-02,186.2,available,,,false,2fbc16a42657cf3c679218ce5def435896c6ab3e6b919b57f67ec8ed1606ca98
2004-03,187.4,available,,,false,becebf6ff6a3d87b2e9a3b198f08e3c4f25279ad2ab572555c37854bea3115b9
2004-04,188.0,available,,,false,c24967eb783b8685f36d67e50b5b123e548d960bc7a6a1d0546bc2b1cfc492a5
2004-05,189.1,available,,,false,4476983cf3898729379cd9c7f4f810e6aecead7d4a076078d624838865fd0391
2004-06,189.7,available,,,false,5e229c1c5057edc1a9320b14cacb9f3c9c16f74f2a118dc68a6e269e1b0671e0
2004-07,189.4,available,,,false,f6ba9db1871e8d81eb2b0caaed80f890cdbcc4fd7bb86e4349ae0c45099bcc0b
2004-08,189.5,available,,,false,4e529fb9488b59dbf95245acf5b13a15d89c73e27b3c2f7754520b8a9c13d373
2004-09,189.9,available,,,false,685e626c3d8f10a3581746f4cf1150076ba98e84502b6f2ff8b4c23165af8530
2004-10,190.9,available,,,false,7f3801f7c31356e08565c29ac7995cc81ae161e3f925e5437070dbca4ffb5ab5
2004-11,191.0,available,,,false,e3ccd87c1b99ecd871551a590e7b88add3108a3991df2eb818293a62b3872423
2004-12,190.3,available,,,false,d4c7cff35d7ed29d290c14e1ca8a02e2d88ee4bf78167dad69b566302e543045
