period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
2017-01,242.839,available,,,false,00c34b15e7eebfc395b8269bd969513fa8d935e6ec40f47a216a30961a0e3f89
2017-02,243.603,available,,,false,f73f7ee7a2e8df2b2273148edb1fff6eb7183063d7712f6444bf7f51e53d4288
2017-03,243.801,available,,,false,430fda5e4d76783f99d152651d38ea1234e71e3bcb0314f896604f945e61a530
2017-04,244.524,available,,,false,ab6b0aeaa86f1147b90a1d6eef812a1b917fa798a78b06c399ca923325ec376f
2017-05,244.733,available,,,false,34c5b3f2f580110ccc724c47e8dd58565231e7e494c438a432b4afeeb15b1bc4
2017-06,244.955,available,,,false,3d3ac1f08febd5ce9c4fd67bf96fd00b9fa530f2a837b664abe32475b904c0cc
2017-07,244.786,available,,,false,bf79199be4101321233039034a0e805f3b09f3d09868473fa80aa0e262e6b753
2017-08,245.519,available,,,false,dd03e5c0b5e2ca7e71b8ba199e0fbc0c030706b1391ec65480f04e8b3c96188b
2017-09,246.819,available,,,false,b3d617b3eef9fe02e051374a07a4f9054927e22542a8c44f79dd271dd0b1f468
2017-10,246.663,available,,,false,19fc74db2aa4d17117d9fd419adc9c8fea0d2612f0f6639b189b62760b2c55d8
2017-11,246.669,available,,,false,384e0c400593b5ec1ae15169b3878fbb1dd9531e463d9172ccc8a2de4a4c9682
2017-12,246.524,available,,,false,78e932a63f2373615f093d8857f4d18d00fa36c0ab0407fbb4258ba3a5ba930e
