period,deposit_facility_rate_percent,obs_status,obs_conf,obs_pre_break,source_record_sha256
1999-01-01,2,A,F,,6ed251681d0aad2a2051aa816e58a7cea3623a5daf27c95abbaa13c9c96b9ed6
1999-01-02,2,A,F,,24d11f3bffdd3583c8d2b28286abf335a97eb32ada734b1a5a89988ac9c71343
1999-01-03,2,A,F,,aa72db5a7ecc261ed9fa7cb15386222d52a06baf77603660c6ef46e78275537c
1999-01-04,2.75,A,F,,33c8d7abb192a3f38d0efc0f401dbfcf783abfc88d512683023ce1f42e04ae76
1999-01-05,2.75,A,F,,023a80b9a1caa99923bb870dae09dfe5b02c82891af6db5b4f8ef6a1ed3a73a6
1999-01-06,2.75,A,F,,6a438165deeea814bfb515768ce5f8f54f0deff812cb3f44a4c13bf39a3e229d
1999-01-07,2.75,A,F,,80bf92c04a3af9c2fc129d323acbb086c4065672a4e034880e753de7600b54fc
1999-01-08,2.75,A,F,,45681d6e3def11fb0effe36d9b168c9c4234dbb3bf9142aaeb1be24e173b1a52
1999-01-09,2.75,A,F,,ec9c6eff113a85f08ea9f4a49cd735a0effc326bb7cddc748ecfa64e23a71e20
1999-01-10,2.75,A,F,,bdfb72ed552410faa5ecaabd6357fa84e97243d05a11d21a3363ee73e154449d
1999-01-11,2.75,A,F,,d3b9a7bf333fbd6a470da1b4c4eb97e1054a4dc0a907907a783d4cb46dd3f74d
1999-01-12,2.75,A,F,,145b4028c7cce5c727e26e480cb9a248d89df6bcddf75386b9c2e8a0c7ce6256
1999-01-13,2.75,A,F,,c892f8d0f0b992b21cb69c6b1a01b4a0060eab58584371cb26e1f2121ed2d069
1999-01-14,2.75,A,F,,4e7e938d6245ac9e3e8fc139020afa2163328e2771bdab13b91c971fa350583c
1999-01-15,2.75,A,F,,c800927c00fe97910b560108749059596d673bbc3161f0b994ca4670fbadd3fe
1999-01-16,2.75,A,F,,72e74f755e6aed1794c9c37dcf1e4ccf6c36abdbcb9bdd308c3e599ba3492508
1999-01-17,2.75,A,F,,3581366b813e249e84f5dccba8c4980a7bd0d7a9e689e98eb5582454a30ec7b2
1999-01-18,2.75,A,F,,ab11927d880ba396ffedc3940fb50839116987f2b1e670bbfe3cc99793213ed7
1999-01-19,2.75,A,F,,d3a6af1368c08abb015a453e43e0d7306f4b3914ad1dc61d90eb3db9fc0f4b6e
1999-01-20,2.75,A,F,,3f43fdb73f4a68fd755fd4a43b6452292bc756dc3c5aeaf1730592e14e73c898
