period,debt_held_by_public,intragovernmental_holdings,total_public_debt_outstanding,source_line_number,source_record_sha256
2021-01-04,21593320887989.85,6084954082438.08,27678274970427.93,1,749132d7bb14b310119c66315094cddd099350ac4fab12385d8e99fd12a2ad43
2021-01-05,21593996935176.88,6104160478628.53,27698157413805.41,1,d94f5701a2960da211e64a234537f9999bae479fa646c47c17297cee109afdb0
2021-01-06,21595719334374.14,6103266615616.80,27698985949990.94,1,58ba6ad18b13d742f554067a689f21572fe512796ee572c45febb11c95d8a5ec
2021-01-07,21578759710032.75,6104491176445.28,27683250886478.03,1,1eb0babdf89c433869edd67a4f00c66f7c813171fe5d43334c9d0e455ba7e541
2021-01-08,21578440452769.64,6104606780437.34,27683047233206.98,1,84cf88da110fc047ccceb193ec40b3df94adb54fc042f2a65f9f301f089d464b
2021-01-11,21578169824451.13,6110077560304.61,27688247384755.74,1,d075963723956112d54833a8ccf40015d82b924ab07f1b28ed169c858a0a8a3c
2021-01-12,21578917911758.87,6117872742410.37,27696790654169.24,1,1b5f488db61cf52d2734c3a5f70e3158b185f8e0f212f97c808c470325bdf11e
2021-01-13,21578677363278.05,6100723496587.72,27679400859865.77,1,c04135c731425b1f2fb963415c0635bef2f7004cc78c4c09cbd18ddd69440af0
2021-01-14,21578746189841.36,6103482418680.01,27682228608521.37,1,f3e1b21005dee94f456ab13453aade71edb24609242e6ba1d049903ee75a9d07
2021-01-15,21636517013516.31,6110288367763.98,27746805381280.29,1,e297ac41f34626d34ab4b1cda95d43d2c8b89b34f476cb7c7212e3fd2c5cf846
2021-01-19,21636377183394.06,6116458685051.29,27752835868445.35,1,2dc87bd4f1b0749a572088fb73afac8505e9f3a38782e9ebd24327e74b80fb78
2021-01-20,21636823777934.20,6115072458480.57,27751896236414.77,1,b38b096a51db6e7bc8a37952fba1785a1c5c13a8bca6866927a458d037dd198c
2021-01-21,21637683073629.37,6118666592991.27,27756349666620.64,1,cbbf663de0ab814e3de2489d50bb0d9bac54164da62fb79437adf9848f354f19
2021-01-22,21637423058071.62,6122213480346.16,27759636538417.78,1,42165f32e2968a382d20113fb924a789a664c2ef2ba7b4a5d29c31092830e0e7
2021-01-25,21637228235730.23,6135123517887.09,27772351753617.32,1,2c2b3ac3889889e12f82a74f080c9552b009449a4141febdf70ef2d47f9d7452
2021-01-26,21637251950547.69,6144494857524.60,27781746808072.29,1,3c2b211647203aaa87d2904d398cd64f2a8c3b5837868060d5323e64f19cd0de
2021-01-27,21637005700680.28,6131465276626.53,27768470977306.81,1,b085a0671aeade49240bd3154fb5efc0eecc8d30bbce6556fa4d25515c471d3e
2021-01-28,21629076639325.49,6130829372229.50,27759906011554.99,1,dc6bd1da7c599c83210a68f4f5d996c8d2e753f4dd3a971ed12f031444c659a0
