period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1981-01,87.0,available,,,false,6154cdefc9be922fdbbfb89d759ad3c9ec96b5bc37344d32392e4eeb4fa5cf61
1981-02,87.9,available,,,false,317588f7822988d53b587714c20821438332140cc41f0f092bef0946e9775edf
1981-03,88.5,available,,,false,d41be7d0b001d97ab70d440c65f68a62640fac9ec927fb39b1cb0a48cda244b4
1981-04,89.1,available,,,false,f3ee3365421068ab1b8171b8ea361b25a72f54af46c2d6fef7bbc28d39b7014f
1981-05,89.8,available,,,false,6e1b3670777cd44876adf465035bae8365eb8cb2ec1be5149ce03169ce986af9
1981-06,90.6,available,,,false,170581275f587107831d808b805b67e88e7dc4b8560cad1c576d29e1d7b1b1c0
1981-07,91.6,available,,,false,f305f08d14a87facfef26181bcda1b49da96fca0a7fe8b7b787564def5b089ef
1981-08,92.3,available,,,false,23c8c2f53d26d4c8839c76bc1c72761cd19138028b3b287c8da1abdbe4aa1e76
1981-09,93.2,available,,,false,03580560573ae5166a47d138fd641dfb5c4119aa6ff7d3178995503a861991c4
1981-10,93.4,available,,,false,d88a52df34582a64d216d3862ab3c44eafa6f1cbb086672a8501f4d739da6e1d
1981-11,93.7,available,,,false,a31114e47330d48cc15dfc3be1a83e13ec51076c598f3dd45019b6d59ee73aac
1981-12,94.0,available,,,false,403c19e0a3be85f2f819ae3d56621cd4acfbefe004147346e7e466aaeba8de58
