period,gdp_millions_current_dollars,source_series_code,source_table_id,source_line_number,source_record_sha256
1953-Q1,387980,A191RC,T10105,1,376cb9979df059a987b9c4c069f519e7ae24bf492834ed1ed384da3e2d577d2b
1953-Q2,391749,A191RC,T10105,1,72cafb6361280c75b3ed53ccc0ab48a410229e3385d7563b97259387f4af19c6
1953-Q3,391171,A191RC,T10105,1,afe14264716c905a22f602d50baf30e235d543faac80deb442243a25d4fac813
1953-Q4,385970,A191RC,T10105,1,09f4935d19d130fd08de6e33a0a78b866969f3d03f89bc329a1f0b7f21e48e24
