period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1985-01,105.5,available,,,false,79ede123b3e71bd98e2cf458cc6d742d532e29f3571d9e1b3d705a53e231c0b2
1985-02,106.0,available,,,false,c73861ab319d30c5027db7cf7eb2f9b1c15cb69daa16f851a256b6c11459323a
1985-03,106.4,available,,,false,80cd8321b33d716ae369c3a7b0c1a760d854d5d4cc01e20476b2b7b6f9833a21
1985-04,106.9,available,,,false,37aa61ec6d1c6ab52dbde4d1ffad44ae8aaa8e7a84ded0b842637bf3b38780de
1985-05,107.3,available,,,false,022897791dfcc1d0f66fad7cfa62da8bd65441d6d113ea432a8e11eb2063aa9f
1985-06,107.6,available,,,false,c130d459d2163c04168bd43dcf9517a52fb5cb0a12c56829151fd1cdcf21d00e
1985-07,107.8,available,,,false,d8c3643b271bcb29ef20b9ecc0c471a41306ef3ee0d094750bbf1a0df78a088f
1985-08,108.0,available,,,false,e3e9190c8cb36b1c0679b375806fdb285c0fe843244ac1677cc22fe817778e60
1985-09,108.3,available,,,false,5304dd3d069e1cf0f4764271ae5890975f1353702f7421af8ef3f9e24d242c69
1985-10,108.7,available,,,false,ead9bf7bd16e065ded7ab7c0085e056775994c9f863c4c680194ad190ac5e81d
1985-11,109.0,available,,,false,fc1ae75e5b8569bac9f0c018a9c0a8674ab31beddb3df3e7e92b519c7ded79cd
1985-12,109.3,available,,,false,c848416a986f261b09551b5ded411b90c7cbbabc144b1bd0bce2ca6d72873517
