period,gdp_millions_current_dollars,source_series_code,source_table_id,source_line_number,source_record_sha256
1986-Q1,4507894,A191RC,T10105,1,41daf0ac5099f90aedcbba15fdd755640d76ee2c8bc551a0dbc20a556ed5df52
1986-Q2,4545340,A191RC,T10105,1,d59f24778692923fe3b8af0f0bbcf00734c255b81125bdbfc7ccf944793396bf
1986-Q3,4607669,A191RC,T10105,1,da55b712c2ffd80d2145768d9189987af2fdd8cb108b4e89c121de7ccf332d69
1986-Q4,4657627,A191RC,T10105,1,c9cb2674591fddb22911fcbf0f2573f98fb07d31a9d1912be9ebc0081dd7f5a2
