period,gdp_millions_current_dollars,source_series_code,source_table_id,source_line_number,source_record_sha256
1962-Q1,594013,A191RC,T10105,1,a5633243fadbd839370c7391ea102ea91a1a328ea0cb339df69da0c4da22aafe
1962-Q2,600366,A191RC,T10105,1,f30775a797c7228b876b1dfa9239bc7d930c1bda69062b64b70703ec7faea83e
1962-Q3,609027,A191RC,T10105,1,c832f12cdf525034dd6618a5cce6a7dc07861bdd41b7f2233c2d1ff81fc51909
1962-Q4,612280,A191RC,T10105,1,d3184fce5f8a7d6e239116c358d4b41db7691473e9822d2ce79e020ff3bb1a9f
