period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
2015-01,233.707,available,,,false,266198052dddc4e82765a0422fd72d3192427a70136b1722f57fd169a409ee41
2015-02,234.722,available,,,false,b0f1df5b367adac18adddef638252b0580d5139eb97fdc46d37ddb3b4566b29c
2015-03,236.119,available,,,false,bd8901e2b6ef1a4ab4c066902c5e067dd5b820f6de19bd80499d9514c21470c0
2015-04,236.599,available,,,false,8e11a6ecb3ce2497698c2c925387c47d5701c48b0b9e76da9f5738ab74ace5e5
2015-05,237.805,available,,,false,bafd5595aecbe7e19817754912b638087da8e2cc7554a0a30b1a76d023ed7d79
2015-06,238.638,available,,,false,eeefba3b7324731650f48f398b52b597f856c5ab773469386242739c364ff622
2015-07,238.654,available,,,false,3e5a1b9f7e6b73eac675f502a13a9cfce119da264eed735c20c53055416ebecd
2015-08,238.316,available,,,false,20888fe251b6ac3e0a52f398d1bac0acea52aa1318ed94b7ee13f230297c40b9
2015-09,237.945,available,,,false,77902c7875d0d5f8dc77514d61175dcf1e7130030590d8c0521001d30e3575d9
2015-10,237.838,available,,,false,68e29ab18f8c9011eeff89e9a2edd9b9fcc2b2bbbb192a031c229ba3b01eaa5f
2015-11,237.336,available,,,false,d88c7e5eb05993c9ef2d52ce4feacbc8b0edf4b6982b2ea7c3f710e2c884091c
2015-12,236.525,available,,,false,6e29f4475d4bffb04b4eebe6c7ad59b213e1205692e4483ef2885296b6b154bf
