period,deposit_facility_rate_percent,obs_status,obs_conf,obs_pre_break,source_record_sha256
2016-01-01,-0.3,A,F,,190646c47a390268ed73abc0d69a3597e060960a2d998b7e6e269a4628e638e1
2016-01-02,-0.3,A,F,,375707b37061525ba413b195cab3b8606ca074c816de570a62c9106a0251a920
2016-01-03,-0.3,A,F,,f17a85acc540236f50fbe14bb58049b6c4cf240be4941f1ec5a2e53a5db3a264
2016-01-04,-0.3,A,F,,7c6034fe68f15dbde57dadfcadcd1d7a89896d3f0872856ee12563653570d035
2016-01-05,-0.3,A,F,,cceb00ebc60db8ea2772442a5060ebd01a215faa3b68381b07de11a7a9432f48
2016-01-06,-0.3,A,F,,2b6d8c0b2c408c1d2d665a5bdecbbad26b9d6d9e307612143332fc0fa85fc39e
2016-01-07,-0.3,A,F,,c4e131961a5fcf5129e5c284193127a9bea9bed6a8dc02b123f8bdbe1ba5b4c7
2016-01-08,-0.3,A,F,,cc7e04dfa048b6f0499ab676c070e4d9100ea71280520085b703f3eb42df68c0
2016-01-09,-0.3,A,F,,69e7bc6707e867bf710a5edb5229050cf0fd3a734b5d73a9e8d506c9655b5570
2016-01-10,-0.3,A,F,,af79d033bcc3325973f7551f12058678b9606b40dd6930d55332b8637c0a19b3
2016-01-11,-0.3,A,F,,3f6d44f75668db75665bb2f4bc5d9d369f5c4ada727aa525bbde0950ca64b7c0
2016-01-12,-0.3,A,F,,ef2e056322c1f23f55059dbfe296197210233f904d731c4b37bfd9bc4212ac16
2016-01-13,-0.3,A,F,,944538630462c15a39f51ef62d9b9a5a035c5a86771ccee30eb0b1a2da0ae895
2016-01-14,-0.3,A,F,,62c15b5d9f6f13c97b1dc0c7a0f4c27fc4edf3ec1edaf8cda4c8d8aa853d33b8
2016-01-15,-0.3,A,F,,019c65c4a1d0f35790a9559f71e57d40f8bc539db5bc818b7f09a14a5ae6cadf
2016-01-16,-0.3,A,F,,ac782817c28d16d2b8482890f7741864f36eb7b639c19ba8e4b0f4baeda008ab
2016-01-17,-0.3,A,F,,1a772c487151b350c5dea388637a1b41faee07f29b0b8a21121237556f804547
