period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1986-01,109.6,available,,,false,3153ffe4ba8f6d5d7148842ba4e18a61f782c7a6c8c071aa8391b729df3294c0
1986-02,109.3,available,,,false,6e8669bb9be4adeede44639350ab4da1ecd79eea9d486a0208348d421869622d
1986-03,108.8,available,,,false,97bf43db4cb24622d11ba91daa49ece6a5b5f1cbf60e65b3aef402697d4a27ec
1986-04,108.6,available,,,false,42b9b82dc160de3937b15bf25ff72e233b66bb144c73c58fcdc1f926b4bbe35f
1986-05,108.9,available,,,false,62dd958ccb140d2c23a637e0e174cbe074887e140182ac4e340d80513ddd1e5b
1986-06,109.5,available,,,false,79ddaf0dc07afb80b9dee7c2b3c0275769a3e47afe699932fe273d5d9015f15e
1986-07,109.5,available,,,false,05cb5c81b6fbf974ba6623bf1f9d12045b9b0eab7d6c3f10d44d6064471739d1
1986-08,109.7,available,,,false,ad33fbdd1cdfa1e102d6739ab0b9300cd33618c8e60513ad961ee0ff00dfbdad
1986-09,110.2,available,,,false,6383edb708e9b7120d991c160402cc1a77b326619183cf1d4522e47ef765a6c2
1986-10,110.3,available,,,false,6d06638cd7a0e55b1af01720e703fe58c4fcf940dec9cf103236156b4cf81ad7
1986-11,110.4,available,,,false,c791fcbfe2e49944b2f6c78dd9167d0b33d721c99f4356a5cf918e99c49a41d7
1986-12,110.5,available,,,false,3a92ee73bf2351785e93e1e9b41ea8287d8cc28d846b228db95f58fdb5f4f509
