period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1998-01,161.6,available,,,false,19eb2d3f648ae9cadd7016f6f9ea0d5c35aa7fc545423a68f6716ea6d78bc046
1998-02,161.9,available,,,false,588d50dea2ab17d5ca631ad77c6726b1f31dd9bde07586e79ba323a7bcf21f3d
1998-03,162.2,available,,,false,4d55a846dea1bae37b88d37516d6484744fb3655d2580312f3caa8d2cc98d3ff
1998-04,162.5,available,,,false,b6c19aec3bbc18a96f40ca3401f418a55d72338e31826daf136f0679438a4073
1998-05,162.8,available,,,false,eb30317ccb2455fb750d754bdcd846ffc89843e54cb476ac202e81c6b1ada21d
1998-06,163.0,available,,,false,27bcc23b79ae04665677e6cff87a94835337562a296bab5c4c75a6a674709342
1998-07,163.2,available,,,false,0a78e0fee1afbb5d762778d6e0858208bd2c04024e771e0dfa0f407d93d72f5a
1998-08,163.4,available,,,false,8e497444571d90b01484cb44f805a9dd3812cd8daae0cb90b9f2a97036f43086
1998-09,163.6,available,,,false,249808d8961fdc931e7418bde90095311ff40ce4bb89593296749f9bd2ffff44
1998-10,164.0,available,,,false,439e2aef8f1f9aacbd9fed9d149165fefe12a714f2f74a88c3aad93385d629fc
1998-11,164.0,available,,,false,a5a5242a13e435b98da250dc9b57ae41ada01dacec28058aa9d7546fcd9f9325
1998-12,163.9,available,,,false,daaa3d5a3517b2cbfb4973a978075a5cab6c1a691d5368d365a5f20600aa47a1
