period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1978-01,62.5,available,,,false,c1380ef0afc3ab59a3ca9a1011576b56ded2d2310e46617354d3f47a3ef3fbfb
1978-02,62.9,available,,,false,e0eee2eb6b22d4be7831effcf5dcbc75491c7a57213fff8a5133bc646d63e92a
1978-03,63.4,available,,,false,5b4fade261b35b849e69fa4e3e203136f59edc04e8431f2f7738e1a355a461a0
1978-04,63.9,available,,,false,fd51b3e7d0a32dbad48e04825c974fc37b10a49f5b3535685dcfdec7771dc348
1978-05,64.5,available,,,false,90675986db9e5781565aeaffca777f6814b9b143be9e9275b8a9c7c3be4ab341
1978-06,65.2,available,,,false,9b3cf201f01b4f1bef6ed515e791ec45548d1b8b71e622a3f15dae0fb6bc603f
1978-07,65.7,available,,,false,6d11a610df40c7710ad17cd2fb3e134315fc4c9d93015fc0cba3905d62476ef4
1978-08,66.0,available,,,false,acbf171004be6a1b199fe5a1063e48d0a7f8b3679dbb0434962f991115fb0683
1978-09,66.5,available,,,false,0de247e81d8bda5a609f95499c21c005125ba5d84a25e37864313885248a8afa
1978-10,67.1,available,,,false,0379be0a07f9d2de3a60d853d91c3de0de163be6fc85aebf8de4a7aa915b1ae5
1978-11,67.4,available,,,false,f366a6e3496b316c071811a168527349917de340be9b9acaf3bd36fc757d061c
1978-12,67.7,available,,,false,b4bdd835531d67a72c44dca2fb1dc6650c4f589e9eccc77261e4929b2e6e8a1d
