period,gdp_millions_current_dollars,source_series_code,source_table_id,source_line_number,source_record_sha256
2026-Q1,31865721,A191RC,T10105,1,22c09b192fa728160d841cc7477db4617026ab3c27d13d16d6ad87587b59129d
2026-Q2,32486066,A191RC,T10105,1,8cededf4f46232389ebd173cd70876ae7fbfecba382dd33cfdc2473037f5e7fd
