period,gdp_millions_current_dollars,source_series_code,source_table_id,source_line_number,source_record_sha256
1957-Q1,469779,A191RC,T10105,1,5327764fb764424c349ac3514f4329e1e9029b27f44441cc8786c2412c993e4a
1957-Q2,472025,A191RC,T10105,1,ea34920e2401975b3178fdec8226aec92279b26b364e7e00209c2640947da47a
1957-Q3,479490,A191RC,T10105,1,33b9fa3574b60c805172226c219f31a85518cd6a34bcf0d0ec9de998bff2a2c4
1957-Q4,474864,A191RC,T10105,1,1de6635a3c657d860f86aeede6391867553c445b171ccffe27ee8fd0f9bcb1d7
